i,j,nx,ny,nz
43,4,0.3570447265785612,-0.8536629256169199,0.37918158268776964
44,4,0.3809939065799468,-0.8380496469119296,0.39053352283733744
45,4,0.4034788924187591,-0.8217673180424464,0.4023720397466208
46,4,0.42448454553421255,-0.8049256494543305,0.4146173771721793
47,4,0.44400961240990167,-0.7876306705272853,0.42719245186724447
48,4,0.46206538064845415,-0.7699836057501936,0.44002367082025234
49,4,0.4786742377482954,-0.7520799832662319,0.4530415796440244
50,4,0.49386818662397153,-0.7340089681880244,0.4661813476108863
51,4,0.5076873647589022,-0.7158529061187017,0.47938309989565847
52,4,0.5201786058934571,-0.6976870572887234,0.4925921112467608
53,4,0.5313940749457001,-0.6795794985146142,0.5057588776395617
54,4,0.5413899989202839,-0.6615911685968365,0.5188390836316853
55,4,0.5502255090122299,-0.6437760326356751,0.5317934834464437
56,4,0.5579615959931333,-0.6261813445521077,0.544587716655187
57,4,0.5646600270329765,-0.6088480563763016,0.5571921554705506
58,4,0.5703794238423303,-0.5918126480747463,0.5695832708533913
59,4,0.575128903321848,-0.575128903321848,0.5817675559255749
60,4,0.5783555787871568,-0.5591101765965361,0.5940544040001413
61,4,0.574750613526713,-0.5463039388979103,0.6092731231519206
62,4,0.5309658118289055,-0.5512431481866287,0.6435886094751566
63,4,0.30940988346337617,-0.607224881085464,0.7318083545614411
0,5,-0.32042597781696064,-0.6065302517132855,0.7276319443899255
1,5,-0.5461238815027268,-0.5468117168111991,0.6346224487129216
2,5,-0.590642091146868,-0.541113038475583,0.598613898733881
3,5,-0.5946623163866614,-0.5540557876703369,0.582579534157056
4,5,-0.5918126480747463,-0.5703794238423303,0.5695832708533914
5,5,-0.5874180112447742,-0.5874180112447743,0.5566688065002999
6,5,-0.5820273476641834,-0.6048459907309018,0.5435121839184011
7,5,-0.5756260671462532,-0.6226094707816979,0.5301057231483841
8,5,-0.5681495873179488,-0.6406726027380153,0.5164732931443228
9,5,-0.5595297424925836,-0.6589947377849226,0.5026454046720852
10,5,-0.5496987454703414,-0.6775284511651378,0.4886578425545859
11,5,-0.5385903319216572,-0.6962190476793731,0.4745518854761257
12,5,-0.5261408888988315,-0.7150042165756801,0.46037455979641767
13,5,-0.5122907213407404,-0.7338137869541839,0.4461788239082438
14,5,-0.4969854560352482,-0.752569608000317,0.4320236586156891
15,5,-0.4801775684489609,-0.7711855829956024,0.41797404146451045
16,5,-0.46182800901579873,-0.7895678865091533,0.40410078282771544
17,5,-0.44190789594380286,-0.8076153929938357,0.39048020244557047
18,5,-0.4204002315179661,-0.8252203419483383,0.3771936274306713
19,5,-0.39730158880475774,-0.8422692595593755,0.36432669670848516
20,5,-0.3726237063380133,-0.8586441491053864,0.35196846262415205
21,5,-0.3463949206689872,-0.8742239523407348,0.34021028804031034
22,5,-0.3186613615729242,-0.8888862717558724,0.3291445465512616
23,5,-0.28948783321011007,-0.9025093294484934,0.31886314412573036
24,5,-0.25895830753364363,-0.9149741230469136,0.30945589203284246
25,5,-0.22717596438636484,-0.9261667236746614,0.30100877256795777
26,5,-0.1942627263445315,-0.9359806465334045,0.293602149971862
27,5,-0.16035825527992914,-0.9443192126419283,0.2873089880231836
28,5,-0.12561840110635486,-0.9510978119367227,0.28219314207234236
29,5,-0.0902131199630944,-0.9562459744937724,0.27830779588610166
30,5,-0.054323907371423695,-0.9597091589280954,0.2756941119382652
31,5,-0.018140819519896545,-0.9614501754535861,0.2743801574228994
32,5,0.018140819519896465,-0.9614501754535861,0.2743801574228994
33,5,0.05432390737142366,-0.9597091589280954,0.2756941119382652
34,5,0.09021311996309443,-0.9562459744937724,0.27830779588610166
35,5,0.12561840110635486,-0.9510978119367227,0.28219314207234236
36,5,0.16035825527992917,-0.9443192126419283,0.2873089880231836
37,5,0.19426272634453146,-0.9359806465334044,0.293602149971862
38,5,0.22717596438636478,-0.9261667236746614,0.3010087725679578
39,5,0.2589583075336436,-0.9149741230469136,0.30945589203284246
40,5,0.28948783321011007,-0.9025093294484933,0.31886314412573036
41,5,0.31866136157292424,-0.8888862717558724,0.3291445465512616
42,5,0.34639492066898725,-0.8742239523407347,0.34021028804031034
43,5,0.37262370633801345,-0.8586441491053862,0.3519684626241521
44,5,0.39730158880475774,-0.8422692595593755,0.3643266967084852
45,5,0.4204002315179662,-0.8252203419483383,0.3771936274306713
46,5,0.44190789594380286,-0.8076153929938357,0.3904802024455704
47,5,0.4618280090157987,-0.7895678865091533,0.4041007828277154
48,5,0.4801775684489609,-0.7711855829956026,0.41797404146451045
49,5,0.49698545603524824,-0.7525696080003171,0.4320236586156892
50,5,0.5122907213407405,-0.733813786954184,0.4461788239082439
51,5,0.5261408888988315,-0.7150042165756803,0.4603745597964177
52,5,0.5385903319216572,-0.6962190476793731,0.4745518854761257
53,5,0.5496987454703414,-0.6775284511651379,0.4886578425545859
54,5,0.5595297424925836,-0.6589947377849226,0.5026454046720853
55,5,0.5681495873179488,-0.6406726027380153,0.5164732931443229
56,5,0.5756260671462532,-0.622609470781698,0.5301057231483841
57,5,0.5820273476641832,-0.6048459907309017,0.5435121839184011
58,5,0.5874180112447743,-0.5874180112447743,0.5566688065002999
59,5,0.5918126480747463,-0.5703794238423303,0.5695832708533913
60,5,0.5946623163866614,-0.554055787670337,0.5825795341570561
61,5,0.590642091146868,-0.541113038475583,0.598613898733881
62,5,0.5461238815027268,-0.546811716811199,0.6346224487129216
