4.894509383365191368e+00,2.335287192763130459e+00,2.020068108060609102e+00,2.110444118405580660e+00,2.242764595825005536e+00,2.386577095034767559e+00,2.539853608899623527e+00,2.702831845229403118e+00,2.875907983807476143e+00,3.059453500496310596e+00,3.253787483609969389e+00,3.459155975159625473e+00,3.675707482146053806e+00,3.903463421870177807e+00,4.142282790670524406e+00,4.391820453522280232e+00,4.651478673735839564e+00,4.920351930395161055e+00,5.197165800089861065e+00,5.480211816538802516e+00,5.767281869555436202e+00,6.055607920854254367e+00,6.341815541431286896e+00,6.621902743379991740e+00,6.891258192643257452e+00,7.144734152294224927e+00,7.376788072581931921e+00,7.581701210011010161e+00,7.753872165409063655e+00,7.888168299447178455e+00,7.980301210697809289e+00,8.027178510167916059e+00,8.027178510167916059e+00,7.980301210697809289e+00,7.888168299447179344e+00,7.753872165409060990e+00,7.581701210011010161e+00,7.376788072581932809e+00,7.144734152294224927e+00,6.891258192643256564e+00,6.621902743379990852e+00,6.341815541431286896e+00,6.055607920854254367e+00,5.767281869555436202e+00,5.480211816538802516e+00,5.197165800089861065e+00,4.920351930395157503e+00,4.651478673735839564e+00,4.391820453522282008e+00,4.142282790670524406e+00,3.903463421870177807e+00,3.675707482146054694e+00,3.459155975159625473e+00,3.253787483609969389e+00,3.059453500496311484e+00,2.875907983807476143e+00,2.702831845229402230e+00,2.539853608899624415e+00,2.386577095034768448e+00,2.242764595825005092e+00,2.110444118405582437e+00,2.020068108060609102e+00,2.335287192763130015e+00,4.894509383365190480e+00
2.335287192763130903e+00,5.119597673026212714e-01,2.657856224707259574e-01,2.679157550942837807e-01,2.824991892283885142e-01,2.978154685332703999e-01,3.136505058784483380e-01,3.299753474754936189e-01,3.467313781708892262e-01,3.638410303164268944e-01,3.812084332349502391e-01,3.987182894273679779e-01,4.162350126668396544e-01,4.336025480211653238e-01,4.506451726418978510e-01,4.671696100953043329e-01,4.829688214352754749e-01,4.978278360406163672e-01,5.115319313669756118e-01,5.238773345910834323e-01,5.346843688750108070e-01,5.438125750691352733e-01,5.511767965482234910e-01,5.567625500424894236e-01,5.606383128208212163e-01,5.629618154475932723e-01,5.639773010289963473e-01,5.640012909757913251e-01,5.633958992146274047e-01,5.625311364904873601e-01,5.617405348936294063e-01,5.612769923373390757e-01,5.612769923373390757e-01,5.617405348936294063e-01,5.625311364904873601e-01,5.633958992146274047e-01,5.640012909757914361e-01,5.639773010289964583e-01,5.629618154475934944e-01,5.606383128208214384e-01,5.567625500424898677e-01,5.511767965482237130e-01,5.438125750691351623e-01,5.346843688750108070e-01,5.238773345910835433e-01,5.115319313669759449e-01,4.978278360406164782e-01,4.829688214352754749e-01,4.671696100953046105e-01,4.506451726418980175e-01,4.336025480211654348e-01,4.162350126668397099e-01,3.987182894273679223e-01,3.812084332349502391e-01,3.638410303164270609e-01,3.467313781708892817e-01,3.299753474754935079e-01,3.136505058784485045e-01,2.978154685332703444e-01,2.824991892283884587e-01,2.679157550942837807e-01,2.657856224707259574e-01,5.119597673026209383e-01,2.335287192763130015e+00
2.020068108060609102e+00,2.657856224707259574e-01,2.597629315222329052e-02,1.810918565912613548e-02,1.960886408298941064e-02,2.104415766124809878e-02,2.251597925147767743e-02,2.406875424047119627e-02,2.570757126433988182e-02,2.743235790194430146e-02,2.924152864665389984e-02,3.113208686896808824e-02,3.309943880548911477e-02,3.513719362555565301e-02,3.723697629208565923e-02,3.938826627553931176e-02,4.157827649182153223e-02,4.379188845869266128e-02,4.601166047308186124e-02,4.821792511309493795e-02,5.038899007652659218e-02,5.250145185802820857e-02,5.453062481380996362e-02,5.645107891676370143e-02,5.823726868087578806e-02,5.986422473209069423e-02,6.130827035522987828e-02,6.254772036845242245e-02,6.356352077743442075e-02,6.433979544298337738e-02,6.486427901035338173e-02,6.512863004350022411e-02,6.512863004350025187e-02,6.486427901035343724e-02,6.433979544298341902e-02,6.356352077743444851e-02,6.254772036845246408e-02,6.130827035522984358e-02,5.986422473209076361e-02,5.823726868087583664e-02,5.645107891676375694e-02,5.453062481380993587e-02,5.250145185802819470e-02,5.038899007652647422e-02,4.821792511309500040e-02,4.601166047308180573e-02,4.379188845869273761e-02,4.157827649182146978e-02,3.938826627553932563e-02,3.723697629208565230e-02,3.513719362555568770e-02,3.309943880548911477e-02,3.113208686896806396e-02,2.924152864665382351e-02,2.743235790194430840e-02,2.570757126433989223e-02,2.406875424047120321e-02,2.251597925147765314e-02,2.104415766124810919e-02,1.960886408298941064e-02,1.810918565912613548e-02,2.597629315222332175e-02,2.657856224707259019e-01,2.020068108060609102e+00
2.110444118405582437e+00,2.679157550942836696e-01,1.810918565912609385e-02,9.249246668218264605e-03,1.005533827042054407e-02,1.075611916424503225e-02,1.144592885779246484e-02,1.216807403485032496e-02,1.292722378108588852e-02,1.372351568877928744e-02,1.455628859651346418e-02,1.542430148379647994e-02,1.632566766226111604e-02,1.725777047319367735e-02,1.821718014598726343e-02,1.919957648609504908e-02,2.019968211197068278e-02,2.121121176489947774e-02,2.222684396757414194e-02,2.323822188132294159e-02,2.423599048558630620e-02,2.520987702845300243e-02,2.614882090347166524e-02,2.704115751557768788e-02,2.787485814420413710e-02,2.863782419137067201e-02,2.931822953860362818e-02,2.990489925366331819e-02,3.038770708462120232e-02,3.075796885307716805e-02,3.100880504383192460e-02,3.113544466647531761e-02,3.113544466647533843e-02,3.100880504383197317e-02,3.075796885307718193e-02,3.038770708462118844e-02,2.990489925366328697e-02,2.931822953860362124e-02,2.863782419137069629e-02,2.787485814420417873e-02,2.704115751557773992e-02,2.614882090347167218e-02,2.520987702845301978e-02,2.423599048558625069e-02,2.323822188132293465e-02,2.222684396757419051e-02,2.121121176489948468e-02,2.019968211197066196e-02,1.919957648609501091e-02,1.821718014598728425e-02,1.725777047319369123e-02,1.632566766226114380e-02,1.542430148379646954e-02,1.455628859651341041e-02,1.372351568877927530e-02,1.292722378108588158e-02,1.216807403485031108e-02,1.144592885779240239e-02,1.075611916424507389e-02,1.005533827042059264e-02,9.249246668218264605e-03,1.810918565912609385e-02,2.679157550942838362e-01,2.110444118405582437e+00
2.242764595825005536e+00,2.824991892283882922e-01,1.960886408298934472e-02,1.005533827042055448e-02,1.082441903733128222e-02,1.152316464846335833e-02,1.221018958840432850e-02,1.292519403058665917e-02,1.367203034705916434e-02,1.445023878658336161e-02,1.525857979270517188e-02,1.609525714192672902e-02,1.695787376848837541e-02,1.784337426595403175e-02,1.874799309543567077e-02,1.966721282648880437e-02,2.059573636849281603e-02,2.152747738744389960e-02,2.245557316813830487e-02,2.337242397728469395e-02,2.426976244491744691e-02,2.513875555982644089e-02,2.597014054388276094e-02,2.675439413959147805e-02,2.748193276965900725e-02,2.814333871418107924e-02,2.872960506255787735e-02,2.923238994572843752e-02,2.964426868777906426e-02,2.995897129289366509e-02,3.017159233754069733e-02,3.027876103483448378e-02,3.027876103483450460e-02,3.017159233754072162e-02,2.995897129289364427e-02,2.964426868777902263e-02,2.923238994572840282e-02,2.872960506255785307e-02,2.814333871418106536e-02,2.748193276965901072e-02,2.675439413959148152e-02,2.597014054388274013e-02,2.513875555982648599e-02,2.426976244491749896e-02,2.337242397728461069e-02,2.245557316813832222e-02,2.152747738744393430e-02,2.059573636849283337e-02,1.966721282648880437e-02,1.874799309543566384e-02,1.784337426595404216e-02,1.695787376848841010e-02,1.609525714192672208e-02,1.525857979270513198e-02,1.445023878658337028e-02,1.367203034705917822e-02,1.292519403058663835e-02,1.221018958840430074e-02,1.152316464846339997e-02,1.082441903733128742e-02,1.005533827042057009e-02,1.960886408298938635e-02,2.824991892283881256e-01,2.242764595825005092e+00
2.386577095034768448e+00,2.978154685332703444e-01,2.104415766124807449e-02,1.075611916424507736e-02,1.152316464846337048e-02,1.227123694488226405e-02,1.301570822760720822e-02,1.379242894264389591e-02,1.460501387245325029e-02,1.545302487010053426e-02,1.633521157223986886e-02,1.724970575149474897e-02,1.819396544021600198e-02,1.916470664217150358e-02,2.015784130556715070e-02,2.116842646726869656e-02,2.219062924309176191e-02,2.321771264728593465e-02,2.424204731342035485e-02,2.525515394519512596e-02,2.624778067035313939e-02,2.721001834544572312e-02,2.813145523908090057e-02,2.900137042993209541e-02,2.980896277630052521e-02,3.054360959516756041e-02,3.119514644208543075e-02,3.175415686987868857e-02,3.221225904906482168e-02,3.256237493049835008e-02,3.279896744407953535e-02,3.291823218872325096e-02,3.291823218872326484e-02,3.279896744407955617e-02,3.256237493049835008e-02,3.221225904906480086e-02,3.175415686987867470e-02,3.119514644208540299e-02,3.054360959516754306e-02,2.980896277630054603e-02,2.900137042993212663e-02,2.813145523908092832e-02,2.721001834544585843e-02,2.624778067035313245e-02,2.525515394519502882e-02,2.424204731342042424e-02,2.321771264728593465e-02,2.219062924309173068e-02,2.116842646726876248e-02,2.015784130556720621e-02,1.916470664217149664e-02,1.819396544021595341e-02,1.724970575149472815e-02,1.633521157223988274e-02,1.545302487010060538e-02,1.460501387245322948e-02,1.379242894264388897e-02,1.301570822760724638e-02,1.227123694488221894e-02,1.152316464846336701e-02,1.075611916424509644e-02,2.104415766124807796e-02,2.978154685332701779e-01,2.386577095034768892e+00
2.539853608899624415e+00,3.136505058784483935e-01,2.251597925147764967e-02,1.144592885779245443e-02,1.221018958840432156e-02,1.301570822760724118e-02,1.382812181348846634e-02,1.467876595857099328e-02,1.557108786497567697e-02,1.650480337096492736e-02,1.747877861796914151e-02,1.849118504074270114e-02,1.953942434861869609e-02,2.062004123471027767e-02,2.172864204250879450e-02,2.285982512516774451e-02,2.400712867240530415e-02,2.516300230536936203e-02,2.631880900260114703e-02,2.746486377551334707e-02,2.859051484521423631e-02,2.968427179178857039e-02,3.073398320114043708e-02,3.172706373433917260e-02,3.265076738173630644e-02,3.349250012233337404e-02,3.424016156234457875e-02,3.488250172473088967e-02,3.540947639412940495e-02,3.581258267249680383e-02,3.608515598872322205e-02,3.622261092740892974e-02,3.622261092740892974e-02,3.608515598872326369e-02,3.581258267249684546e-02,3.540947639412941883e-02,3.488250172473086885e-02,3.424016156234455793e-02,3.349250012233340179e-02,3.265076738173632032e-02,3.172706373433921423e-02,3.073398320114045790e-02,2.968427179178863284e-02,2.859051484521420508e-02,2.746486377551332625e-02,2.631880900260119560e-02,2.516300230536931692e-02,2.400712867240525211e-02,2.285982512516778614e-02,2.172864204250888470e-02,2.062004123471031236e-02,1.953942434861869262e-02,1.849118504074268032e-02,1.747877861796915885e-02,1.650480337096500022e-02,1.557108786497572381e-02,1.467876595857102624e-02,1.382812181348851491e-02,1.301570822760722904e-02,1.221018958840427646e-02,1.144592885779246831e-02,2.251597925147769130e-02,3.136505058784485045e-01,2.539853608899623083e+00
2.702831845229403118e+00,3.299753474754935079e-01,2.406875424047107484e-02,1.216807403485034578e-02,1.292519403058668345e-02,1.379242894264391672e-02,1.467876595857105573e-02,1.561023618699435012e-02,1.659012100665292061e-02,1.761836379231349059e-02,1.869402227355806620e-02,1.981537591401989762e-02,2.097982738767214042e-02,2.218379150627238297e-02,2.342258920251066856e-02,2.469035326105042602e-02,2.597995290247185479e-02,2.728294516536341335e-02,2.858956156773414387e-02,2.988873857316058300e-02,3.116819977489827115e-02,3.241459629899440253e-02,3.361370962006909879e-02,3.475071776493084130e-02,3.581052184185845588e-02,3.677812519793678681e-02,3.763905262683958641e-02,3.837979239348988936e-02,3.898823995028510847e-02,3.945411963678233103e-02,3.976935984712444416e-02,3.992839841962621955e-02,3.992839841962621955e-02,3.976935984712448580e-02,3.945411963678237266e-02,3.898823995028515010e-02,3.837979239348988936e-02,3.763905262683959335e-02,3.677812519793683538e-02,3.581052184185847670e-02,3.475071776493084824e-02,3.361370962006912655e-02,3.241459629899433315e-02,3.116819977489817747e-02,2.988873857316057259e-02,2.858956156773413693e-02,2.728294516536337866e-02,2.597995290247191030e-02,2.469035326105040867e-02,2.342258920251066162e-02,2.218379150627238991e-02,2.097982738767210920e-02,1.981537591401987680e-02,1.869402227355809049e-02,1.761836379231351835e-02,1.659012100665296224e-02,1.561023618699434144e-02,1.467876595857107135e-02,1.379242894264390631e-02,1.292519403058664182e-02,1.216807403485032843e-02,2.406875424047112688e-02,3.299753474754937299e-01,2.702831845229403562e+00
2.875907983807476143e+00,3.467313781708890597e-01,2.570757126433986101e-02,1.292722378108590933e-02,1.367203034705920250e-02,1.460501387245327284e-02,1.557108786497568738e-02,1.659012100665294837e-02,1.766523051539387393e-02,1.879666881100372153e-02,1.998377041482590766e-02,2.122500296562182531e-02,2.251784062020859706e-02,2.385862408299458184e-02,2.524242401339538838e-02,2.666291557400723988e-02,2.811227278270289967e-02,2.958109260536895269e-02,3.105835966091160735e-02,3.253146276369763001e-02,3.398627406732959710e-02,3.540730008064660317e-02,3.677791113930562600e-02,3.808065197037437122e-02,3.929763086275085693e-02,4.041097891092997746e-02,4.140336428407814795e-02,4.225854011203885457e-02,4.296189912012905732e-02,4.350100435821931816e-02,4.386606393763174683e-02,4.405031907425990129e-02,4.405031907425989435e-02,4.386606393763176071e-02,4.350100435821937367e-02,4.296189912012908507e-02,4.225854011203886151e-02,4.140336428407816183e-02,4.041097891092998440e-02,3.929763086275078060e-02,3.808065197037434346e-02,3.677791113930566069e-02,3.540730008064656154e-02,3.398627406732955547e-02,3.253146276369765777e-02,3.105835966091161082e-02,2.958109260536893534e-02,2.811227278270286845e-02,2.666291557400722601e-02,2.524242401339541961e-02,2.385862408299464429e-02,2.251784062020866992e-02,2.122500296562180450e-02,1.998377041482594235e-02,1.879666881100371459e-02,1.766523051539387046e-02,1.659012100665296918e-02,1.557108786497572034e-02,1.460501387245329366e-02,1.367203034705914005e-02,1.292722378108583994e-02,2.570757126433984019e-02,3.467313781708892817e-01,2.875907983807477031e+00
3.059453500496310596e+00,3.638410303164271720e-01,2.743235790194431881e-02,1.372351568877928918e-02,1.445023878658331651e-02,1.545302487010058977e-02,1.650480337096497593e-02,1.761836379231353222e-02,1.879666881100373194e-02,2.004037743049249393e-02,2.134920436880997918e-02,2.272190522700705956e-02,2.415611672489462181e-02,2.564818198778526237e-02,2.719297649123415123e-02,2.878374359200214574e-02,3.041195009936208116e-02,3.206717419845311196e-02,3.373703953824973290e-02,3.540721012758878822e-02,3.706146051832046040e-02,3.868183427518737116e-02,4.024890067401002552e-02,4.174211478984213297e-02,4.314027967920146256e-02,4.442210151452931355e-02,4.556681985999455620e-02,4.655488661448399512e-02,4.736865951416195653e-02,4.799307057676420463e-02,4.841622747471001353e-02,4.862990724679545906e-02,4.862990724679544519e-02,4.841622747470999966e-02,4.799307057676421850e-02,4.736865951416192877e-02,4.655488661448398124e-02,4.556681985999455620e-02,4.442210151452929967e-02,4.314027967920139317e-02,4.174211478984216767e-02,4.024890067401008797e-02,3.868183427518739892e-02,3.706146051832047428e-02,3.540721012758878128e-02,3.373703953824966351e-02,3.206717419845307726e-02,3.041195009936201871e-02,2.878374359200219432e-02,2.719297649123428307e-02,2.564818198778536992e-02,2.415611672489461487e-02,2.272190522700698323e-02,2.134920436880992714e-02,2.004037743049240372e-02,1.879666881100371459e-02,1.761836379231353916e-02,1.650480337096498981e-02,1.545302487010056028e-02,1.445023878658333906e-02,1.372351568877928744e-02,2.743235790194427370e-02,3.638410303164267834e-01,3.059453500496310596e+00
