i,j,x,y,phi_x,phi_y,phi_z
0,0,0,0,-0.244216,0.244216,0.938465
1,0,1,0,-0.244066,0.247971,0.937519
2,0,2,0,-0.243851,0.251781,0.936559
3,0,3,0,-0.243568,0.255646,0.935585
4,0,4,0,-0.243214,0.259564,0.934598
5,0,5,0,-0.242786,0.263537,0.933597
6,0,6,0,-0.242281,0.267562,0.932583
7,0,7,0,-0.241695,0.27164,0.931555
8,0,8,0,-0.241026,0.275768,0.930515
9,0,9,0,-0.24027,0.279948,0.929462
10,0,10,0,-0.239424,0.284176,0.928397
11,0,11,0,-0.238484,0.288452,0.927319
12,0,12,0,-0.237447,0.292774,0.92623
13,0,13,0,-0.236309,0.297141,0.92513
14,0,14,0,-0.235067,0.301551,0.924019
15,0,15,0,-0.233717,0.306001,0.922897
16,0,16,0,-0.232256,0.31049,0.921766
17,0,17,0,-0.23068,0.315014,0.920626
18,0,18,0,-0.228985,0.319572,0.919478
19,0,19,0,-0.227168,0.32416,0.918322
20,0,20,0,-0.225224,0.328776,0.917159
21,0,21,0,-0.223152,0.333415,0.91599
22,0,22,0,-0.220947,0.338075,0.914816
23,0,23,0,-0.218605,0.342751,0.913638
24,0,24,0,-0.216124,0.34744,0.912456
25,0,25,0,-0.2135,0.352136,0.911273
26,0,26,0,-0.21073,0.356836,0.910089
27,0,27,0,-0.207811,0.361534,0.908905
28,0,28,0,-0.20474,0.366225,0.907723
29,0,29,0,-0.201515,0.370904,0.906544
30,0,30,0,-0.198133,0.375566,0.905369
31,0,31,0,-0.194593,0.380204,0.904201
32,0,32,0,-0.190891,0.384812,0.903039
33,0,33,0,-0.187027,0.389384,0.901888
34,0,34,0,-0.182999,0.393913,0.900746
35,0,35,0,-0.178806,0.398392,0.899618
36,0,36,0,-0.174447,0.402815,0.898503
37,0,37,0,-0.169923,0.407174,0.897405
38,0,38,0,-0.165232,0.411461,0.896325
39,0,39,0,-0.160376,0.415669,0.895264
40,0,40,0,-0.155356,0.419791,0.894226
41,0,41,0,-0.150172,0.423819,0.893211
42,0,42,0,-0.144827,0.427744,0.892222
43,0,43,0,-0.139323,0.43156,0.89126
44,0,44,0,-0.133662,0.435258,0.890329
45,0,45,0,-0.127848,0.43883,0.889429
46,0,46,0,-0.121885,0.442268,0.888562
47,0,47,0,-0.115777,0.445565,0.887732
48,0,48,0,-0.109529,0.448714,0.886938
49,0,49,0,-0.103145,0.451706,0.886184
50,0,50,0,-0.0966335,0.454535,0.885471
51,0,51,0,-0.0899989,0.457194,0.884801
52,0,52,0,-0.0832485,0.459677,0.884176
53,0,53,0,-0.0763897,0.461976,0.883597
54,0,54,0,-0.0694302,0.464086,0.883065
55,0,55,0,-0.0623782,0.466002,0.882582
56,0,56,0,-0.0552423,0.467718,0.88215
57,0,57,0,-0.0480314,0.46923,0.881769
58,0,58,0,-0.0407549,0.470534,0.88144
59,0,59,0,-0.0334223,0.471626,0.881165
60,0,60,0,-0.0260435,0.472503,0.880944
61,0,61,0,-0.0186285,0.473163,0.880778
62,0,62,0,-0.0111875,0.473604,0.880667
63,0,63,0,-0.00373091,0.473825,0.880611
64,0,64,0,0.00373091,0.473825,0.880611
65,0,65,0,0.0111875,0.473604,0.880667
66,0,66,0,0.0186285,0.473163,0.880778
67,0,67,0,0.0260435,0.472503,0.880944
68,0,68,0,0.0334223,0.471626,0.881165
69,0,69,0,0.0407549,0.470534,0.88144
70,0,70,0,0.0480314,0.46923,0.881769
71,0,71,0,0.0552423,0.467718,0.88215
72,0,72,0,0.0623782,0.466002,0.882582
73,0,73,0,0.0694302,0.464086,0.883065
74,0,74,0,0.0763897,0.461976,0.883597
75,0,75,0,0.0832485,0.459677,0.884176
76,0,76,0,0.0899989,0.457194,0.884801
77,0,77,0,0.0966335,0.454535,0.885471
78,0,78,0,0.103145,0.451706,0.886184
79,0,79,0,0.109529,0.448714,0.886938
80,0,80,0,0.115777,0.445565,0.887732
81,0,81,0,0.121885,0.442268,0.888562
82,0,82,0,0.127848,0.43883,0.889429
83,0,83,0,0.133662,0.435258,0.890329
84,0,84,0,0.139323,0.43156,0.89126
85,0,85,0,0.144827,0.427744,0.892222
86,0,86,0,0.150172,0.423819,0.893211
87,0,87,0,0.155356,0.419791,0.894226
88,0,88,0,0.160376,0.415669,0.895264
89,0,89,0,0.165232,0.411461,0.896325
90,0,90,0,0.169923,0.407174,0.897405
91,0,91,0,0.174447,0.402815,0.898503
92,0,92,0,0.178806,0.398392,0.899618
93,0,93,0,0.182999,0.393913,0.900746
94,0,94,0,0.187027,0.389384,0.901888
95,0,95,0,0.190891,0.384812,0.903039
96,0,96,0,0.194593,0.380204,0.904201
97,0,97,0,0.198133,0.375566,0.905369
98,0,98,0,0.201515,0.370904,0.906544
99,0,99,0,0.20474,0.366225,0.907723
100,0,100,0,0.207811,0.361534,0.908905
101,0,101,0,0.21073,0.356836,0.910089
102,0,102,0,0.2135,0.352136,0.911273
103,0,103,0,0.216124,0.34744,0.912456
104,0,104,0,0.218605,0.342751,0.913638
105,0,105,0,0.220947,0.338075,0.914816
106,0,106,0,0.223152,0.333415,0.91599
107,0,107,0,0.225224,0.328776,0.917159
108,0,108,0,0.227168,0.32416,0.918322
109,0,109,0,0.228985,0.319572,0.919478
110,0,110,0,0.23068,0.315014,0.920626
111,0,111,0,0.232256,0.31049,0.921766
112,0,112,0,0.233717,0.306001,0.922897
113,0,113,0,0.235067,0.301551,0.924019
114,0,114,0,0.236309,0.297141,0.92513
115,0,115,0,0.237447,0.292774,0.92623
116,0,116,0,0.238484,0.288452,0.927319
117,0,117,0,0.239424,0.284176,0.928397
118,0,118,0,0.24027,0.279948,0.929462
119,0,119,0,0.241026,0.275768,0.930515
120,0,120,0,0.241695,0.27164,0.931555
121,0,121,0,0.242281,0.267562,0.932583
122,0,122,0,0.242786,0.263537,0.933597
123,0,123,0,0.243214,0.259564,0.934598
124,0,124,0,0.243568,0.255646,0.935585
125,0,125,0,0.243851,0.251781,0.936559
126,0,126,0,0.244066,0.247971,0.937519
127,0,127,0,0.244216,0.244216,0.938465
0,1,0,1,-0.247971,0.244066,0.937519
1,1,1,1,-0.247878,0.247878,0.936543
2,1,2,1,-0.247719,0.251746,0.935553
3,1,3,1,-0.247491,0.255673,0.934548
4,1,4,1,-0.247192,0.259656,0.933528
5,1,5,1,-0.246819,0.263696,0.932494
6,1,6,1,-0.246368,0.267791,0.931445
7,1,7,1,-0.245836,0.271942,0.930383
8,1,8,1,-0.245219,0.276148,0.929306
9,1,9,1,-0.244515,0.280407,0.928216
10,1,10,1,-0.243718,0.284718,0.927112
11,1,11,1,-0.242827,0.28908,0.925996
12,1,12,1,-0.241837,0.293492,0.924866
13,1,13,1,-0.240745,0.297952,0.923724
14,1,14,1,-0.239546,0.302457,0.922571
15,1,15,1,-0.238238,0.307007,0.921406
16,1,16,1,-0.236815,0.311599,0.920231
17,1,17,1,-0.235276,0.316231,0.919045
18,1,18,1,-0.233614,0.320899,0.91785
19,1,19,1,-0.231827,0.3256,0.916646
20,1,20,1,-0.229912,0.330333,0.915435
21,1,21,1,-0.227863,0.335093,0.914216
22,1,22,1,-0.225678,0.339876,0.912992
23,1,23,1,-0.223352,0.344679,0.911762
24,1,24,1,-0.220882,0.349498,0.910529
25,1,25,1,-0.218266,0.354327,0.909292
26,1,26,1,-0.215498,0.359163,0.908054
27,1,27,1,-0.212576,0.364,0.906816
28,1,28,1,-0.209497,0.368834,0.905579
29,1,29,1,-0.206259,0.373657,0.904344
30,1,30,1,-0.202857,0.378465,0.903113
31,1,31,1,-0.199291,0.383252,0.901888
32,1,32,1,-0.195557,0.38801,0.900669
33,1,33,1,-0.191654,0.392734,0.89946
34,1,34,1,-0.187581,0.397417,0.898261
35,1,35,1,-0.183335,0.40205,0.897075
36,1,36,1,-0.178916,0.406628,0.895903
37,1,37,1,-0.174324,0.411142,0.894748
38,1,38,1,-0.169558,0.415584,0.89361
39,1,39,1,-0.164619,0.419948,0.892493
40,1,40,1,-0.159508,0.424223,0.891399
41,1,41,1,-0.154225,0.428403,0.890329
42,1,42,1,-0.148773,0.432479,0.889285
43,1,43,1,-0.143153,0.436443,0.888271
44,1,44,1,-0.137369,0.440286,0.887287
45,1,45,1,-0.131424,0.444,0.886336
46,1,46,1,-0.125322,0.447577,0.88542
47,1,47,1,-0.119066,0.451009,0.884542
48,1,48,1,-0.112663,0.454287,0.883702
49,1,49,1,-0.106118,0.457404,0.882905
50,1,50,1,-0.0994361,0.460352,0.88215
51,1,51,1,-0.0926248,0.463124,0.88144
52,1,52,1,-0.085691,0.465712,0.880778
53,1,53,1,-0.0786425,0.46811,0.880164
54,1,54,1,-0.0714874,0.470312,0.8796
55,1,55,1,-0.0642343,0.472311,0.879088
56,1,56,1,-0.0568923,0.474102,0.87863
57,1,57,1,-0.0494708,0.475681,0.878226
58,1,58,1,-0.0419797,0.477042,0.877877
59,1,59,1,-0.0344292,0.478183,0.877585
60,1,60,1,-0.0268296,0.479099,0.877351
61,1,61,1,-0.0191916,0.479789,0.877174
62,1,62,1,-0.011526,0.48025,0.877056
63,1,63,1,-0.00384384,0.48048,0.876997
64,1,64,1,0.00384384,0.48048,0.876997
65,1,65,1,0.011526,0.48025,0.877056
66,1,66,1,0.0191916,0.479789,0.877174
67,1,67,1,0.0268296,0.479099,0.877351
68,1,68,1,0.0344292,0.478183,0.877585
69,1,69,1,0.0419797,0.477042,0.877877
70,1,70,1,0.0494708,0.475681,0.878226
71,1,71,1,0.0568923,0.474102,0.87863
72,1,72,1,0.0642343,0.472311,0.879088
73,1,73,1,0.0714874,0.470312,0.8796
74,1,74,1,0.0786425,0.46811,0.880164
75,1,75,1,0.085691,0.465712,0.880778
76,1,76,1,0.0926248,0.463124,0.88144
77,1,77,1,0.0994361,0.460352,0.88215
78,1,78,1,0.106118,0.457404,0.882905
79,1,79,1,0.112663,0.454287,0.883702
80,1,80,1,0.119066,0.451009,0.884542
81,1,81,1,0.125322,0.447577,0.88542
82,1,82,1,0.131424,0.444,0.886336
83,1,83,1,0.137369,0.440286,0.887287
84,1,84,1,0.143153,0.436443,0.888271
85,1,85,1,0.148773,0.432479,0.889285
86,1,86,1,0.154225,0.428403,0.890329
87,1,87,1,0.159508,0.424223,0.891399
88,1,88,1,0.164619,0.419948,0.892493
89,1,89,1,0.169558,0.415584,0.89361
90,1,90,1,0.174324,0.411142,0.894748
91,1,91,1,0.178916,0.406628,0.895903
92,1,92,1,0.183335,0.40205,0.897075
93,1,93,1,0.187581,0.397417,0.898261
94,1,94,1,0.191654,0.392734,0.89946
95,1,95,1,0.195557,0.38801,0.900669
96,1,96,1,0.199291,0.383252,0.901888
97,1,97,1,0.202857,0.378465,0.903113
98,1,98,1,0.206259,0.373657,0.904344
99,1,99,1,0.209497,0.368834,0.905579
100,1,100,1,0.212576,0.364,0.906816
101,1,101,1,0.215498,0.359163,0.908054
102,1,102,1,0.218266,0.354327,0.909292
103,1,103,1,0.220882,0.349498,0.910529
104,1,104,1,0.223352,0.344679,0.911762
105,1,105,1,0.225678,0.339876,0.912992
106,1,106,1,0.227863,0.335093,0.914216
107,1,107,1,0.229912,0.330333,0.915435
108,1,108,1,0.231827,0.3256,0.916646
109,1,109,1,0.233614,0.320899,0.91785
110,1,110,1,0.235276,0.316231,0.919045
111,1,111,1,0.236815,0.311599,0.920231
112,1,112,1,0.238238,0.307007,0.921406
113,1,113,1,0.239546,0.302457,0.922571
114,1,114,1,0.240745,0.297952,0.923724
115,1,115,1,0.241837,0.293492,0.924866
116,1,116,1,0.242827,0.28908,0.925996
117,1,117,1,0.243718,0.284718,0.927112
118,1,118,1,0.244515,0.280407,0.928216
119,1,119,1,0.245219,0.276148,0.929306
120,1,120,1,0.245836,0.271942,0.930383
121,1,121,1,0.246368,0.267791,0.931445
122,1,122,1,0.246819,0.263696,0.932494
123,1,123,1,0.247192,0.259656,0.933528
124,1,124,1,0.247491,0.255673,0.934548
125,1,125,1,0.247719,0.251746,0.935553
126,1,126,1,0.247878,0.247878,0.936543
127,1,127,1,0.247971,0.244066,0.937519
0,2,0,2,-0.251781,0.243851,0.936559
1,2,1,2,-0.251746,0.247719,0.935553
2,2,2,2,-0.251646,0.251646,0.934531
3,2,3,2,-0.251478,0.255634,0.933494
4,2,4,2,-0.251237,0.259682,0.93244
5,2,5,2,-0.250922,0.263789,0.931372
6,2,6,2,-0.250528,0.267956,0.930288
7,2,7,2,-0.250052,0.27218,0.929189
8,2,8,2,-0.249491,0.276463,0.928075
9,2,9,2,-0.248841,0.280802,0.926946
10,2,10,2,-0.248098,0.285197,0.925802
11,2,11,2,-0.247259,0.289646,0.924645
12,2,12,2,-0.246319,0.294148,0.923474
13,2,13,2,-0.245276,0.298702,0.922289
14,2,14,2,-0.244124,0.303306,0.921091
15,2,15,2,-0.24286,0.307957,0.919881
16,2,16,2,-0.241481,0.312654,0.918659
17,2,17,2,-0.239981,0.317394,0.917426
18,2,18,2,-0.238356,0.322174,0.916182
19,2,19,2,-0.236604,0.326992,0.914929
20,2,20,2,-0.234719,0.331844,0.913667
21,2,21,2,-0.232697,0.336727,0.912396
22,2,22,2,-0.230536,0.341637,0.911119
23,2,23,2,-0.228229,0.34657,0.909835
24,2,24,2,-0.225775,0.351523,0.908547
25,2,25,2,-0.223168,0.356489,0.907255
26,2,26,2,-0.220406,0.361466,0.90596
27,2,27,2,-0.217484,0.366446,0.904664
28,2,28,2,-0.2144,0.371426,0.903369
29,2,29,2,-0.21115,0.376399,0.902075
30,2,30,2,-0.207732,0.381358,0.900785
31,2,31,2,-0.204142,0.386299,0.899499
32,2,32,2,-0.200378,0.391214,0.898221
33,2,33,2,-0.196438,0.396095,0.896951
34,2,34,2,-0.192319,0.400937,0.895691
35,2,35,2,-0.188022,0.405731,0.894444
36,2,36,2,-0.183544,0.41047,0.893211
37,2,37,2,-0.178884,0.415146,0.891995
38,2,38,2,-0.174043,0.41975,0.890797
39,2,39,2,-0.16902,0.424275,0.889619
40,2,40,2,-0.163817,0.428711,0.888465
41,2,41,2,-0.158433,0.433051,0.887336
42,2,42,2,-0.152872,0.437285,0.886235
43,2,43,2,-0.147135,0.441404,0.885163
44,2,44,2,-0.141224,0.4454,0.884124
45,2,45,2,-0.135144,0.449264,0.883118
46,2,46,2,-0.128899,0.452987,0.88215
47,2,47,2,-0.122492,0.45656,0.88122
48,2,48,2,-0.115928,0.459974,0.880332
49,2,49,2,-0.109215,0.463222,0.879487
50,2,50,2,-0.102358,0.466295,0.878687
51,2,51,2,-0.095363,0.469186,0.877935
52,2,52,2,-0.0882388,0.471886,0.877233
53,2,53,2,-0.0809931,0.474388,0.876582
54,2,54,2,-0.0736345,0.476686,0.875984
55,2,55,2,-0.066172,0.478774,0.875441
56,2,56,2,-0.0586152,0.480645,0.874954
57,2,57,2,-0.0509741,0.482294,0.874525
58,2,58,2,-0.0432592,0.483716,0.874155
59,2,59,2,-0.0354811,0.484908,0.873845
60,2,60,2,-0.0276509,0.485866,0.873596
61,2,61,2,-0.0197799,0.486587,0.873408
62,2,62,2,-0.0118797,0.487068,0.873283
63,2,63,2,-0.00396187,0.48731,0.87322
64,2,64,2,0.00396187,0.48731,0.87322
65,2,65,2,0.0118797,0.487068,0.873283
66,2,66,2,0.0197799,0.486587,0.873408
67,2,67,2,0.0276509,0.485866,0.873596
68,2,68,2,0.0354811,0.484908,0.873845
69,2,69,2,0.0432592,0.483716,0.874155
70,2,70,2,0.0509741,0.482294,0.874525
71,2,71,2,0.0586152,0.480645,0.874954
72,2,72,2,0.066172,0.478774,0.875441
73,2,73,2,0.0736345,0.476686,0.875984
74,2,74,2,0.0809931,0.474388,0.876582
75,2,75,2,0.0882388,0.471886,0.877233
76,2,76,2,0.095363,0.469186,0.877935
77,2,77,2,0.102358,0.466295,0.878687
78,2,78,2,0.109215,0.463222,0.879487
79,2,79,2,0.115928,0.459974,0.880332
80,2,80,2,0.122492,0.45656,0.88122
81,2,81,2,0.128899,0.452987,0.88215
82,2,82,2,0.135144,0.449264,0.883118
83,2,83,2,0.141224,0.4454,0.884124
84,2,84,2,0.147135,0.441404,0.885163
85,2,85,2,0.152872,0.437285,0.886235
86,2,86,2,0.158433,0.433051,0.887336
87,2,87,2,0.163817,0.428711,0.888465
88,2,88,2,0.16902,0.424275,0.889619
89,2,89,2,0.174043,0.41975,0.890797
90,2,90,2,0.178884,0.415146,0.891995
91,2,91,2,0.183544,0.41047,0.893211
92,2,92,2,0.188022,0.405731,0.894444
93,2,93,2,0.192319,0.400937,0.895691
94,2,94,2,0.196438,0.396095,0.896951
95,2,95,2,0.200378,0.391214,0.898221
96,2,96,2,0.204142,0.386299,0.899499
97,2,97,2,0.207732,0.381358,0.900785
98,2,98,2,0.21115,0.376399,0.902075
99,2,99,2,0.2144,0.371426,0.903369
100,2,100,2,0.217484,0.366446,0.904664
101,2,101,2,0.220406,0.361466,0.90596
102,2,102,2,0.223168,0.356489,0.907255
103,2,103,2,0.225775,0.351523,0.908547
104,2,104,2,0.228229,0.34657,0.909835
105,2,105,2,0.230536,0.341637,0.911119
106,2,106,2,0.232697,0.336727,0.912396
107,2,107,2,0.234719,0.331844,0.913667
108,2,108,2,0.236604,0.326992,0.914929
109,2,109,2,0.238356,0.322174,0.916182
110,2,110,2,0.239981,0.317394,0.917426
111,2,111,2,0.241481,0.312654,0.918659
112,2,112,2,0.24286,0.307957,0.919881
113,2,113,2,0.244124,0.303306,0.921091
114,2,114,2,0.245276,0.298702,0.922289
115,2,115,2,0.246319,0.294148,0.923474
116,2,116,2,0.247259,0.289646,0.924645
117,2,117,2,0.248098,0.285197,0.925802
118,2,118,2,0.248841,0.280802,0.926946
119,2,119,2,0.249491,0.276463,0.928075
120,2,120,2,0.250052,0.27218,0.929189
121,2,121,2,0.250528,0.267956,0.930288
122,2,122,2,0.250922,0.263789,0.931372
123,2,123,2,0.251237,0.259682,0.93244
124,2,124,2,0.251478,0.255634,0.933494
125,2,125,2,0.251646,0.251646,0.934531
126,2,126,2,0.251746,0.247719,0.935553
127,2,127,2,0.251781,0.243851,0.936559
0,3,0,3,-0.255646,0.243568,0.935585
1,3,1,3,-0.255673,0.247491,0.934548
2,3,2,3,-0.255634,0.251478,0.933494
3,3,3,3,-0.255527,0.255527,0.932423
4,3,4,3,-0.255348,0.259639,0.931335
5,3,5,3,-0.255093,0.263814,0.930231
6,3,6,3,-0.254759,0.268051,0.92911
7,3,7,3,-0.254343,0.27235,0.927974
8,3,8,3,-0.253841,0.27671,0.926821
9,3,9,3,-0.253249,0.28113,0.925652
10,3,10,3,-0.252563,0.285609,0.924467
11,3,11,3,-0.25178,0.290146,0.923267
12,3,12,3,-0.250894,0.29474,0.922052
13,3,13,3,-0.249903,0.299389,0.920823
14,3,14,3,-0.248802,0.304092,0.919579
15,3,15,3,-0.247587,0.308846,0.918322
16,3,16,3,-0.246254,0.313649,0.917051
17,3,17,3,-0.244797,0.3185,0.915769
18,3,18,3,-0.243214,0.323394,0.914474
19,3,19,3,-0.241499,0.32833,0.913169
20,3,20,3,-0.239649,0.333305,0.911853
21,3,21,3,-0.237658,0.338314,0.910529
22,3,22,3,-0.235524,0.343354,0.909196
23,3,23,3,-0.23324,0.348421,0.907856
24,3,24,3,-0.230804,0.35351,0.90651
25,3,25,3,-0.228212,0.358618,0.905159
26,3,26,3,-0.225458,0.363739,0.903805
27,3,27,3,-0.22254,0.368867,0.902448
28,3,28,3,-0.219453,0.373998,0.901091
29,3,29,3,-0.216195,0.379125,0.899736
30,3,30,3,-0.212762,0.384241,0.898382
31,3,31,3,-0.20915,0.389341,0.897034
32,3,32,3,-0.205358,0.394418,0.895691
33,3,33,3,-0.201382,0.399464,0.894357
34,3,34,3,-0.197221,0.404471,0.893032
35,3,35,3,-0.192873,0.409432,0.89172
36,3,36,3,-0.188336,0.414339,0.890423
37,3,37,3,-0.183609,0.419184,0.889141
38,3,38,3,-0.178693,0.423957,0.887879
39,3,39,3,-0.173586,0.428651,0.886638
40,3,40,3,-0.168289,0.433255,0.88542
41,3,41,3,-0.162804,0.437761,0.884228
42,3,42,3,-0.157131,0.442161,0.883065
43,3,43,3,-0.151274,0.446443,0.881932
44,3,44,3,-0.145234,0.450599,0.880833
45,3,45,3,-0.139016,0.45462,0.87977
46,3,46,3,-0.132623,0.458496,0.878745
47,3,47,3,-0.126059,0.462218,0.877761
48,3,48,3,-0.119331,0.465776,0.876819
49,3,49,3,-0.112444,0.469163,0.875924
50,3,50,3,-0.105404,0.472368,0.875076
51,3,51,3,-0.0982198,0.475384,0.874279
52,3,52,3,-0.0908979,0.478202,0.873533
53,3,53,3,-0.0834472,0.480815,0.872842
54,3,54,3,-0.0758767,0.483215,0.872208
55,3,55,3,-0.0681961,0.485396,0.871631
56,3,56,3,-0.0604154,0.487351,0.871114
57,3,57,3,-0.0525452,0.489074,0.870658
58,3,58,3,-0.0445965,0.490561,0.870265
59,3,59,3,-0.0365807,0.491807,0.869935
60,3,60,3,-0.0285096,0.492809,0.86967
61,3,61,3,-0.0203952,0.493563,0.869471
62,3,62,3,-0.0122496,0.494067,0.869338
63,3,63,3,-0.00408528,0.494319,0.869271
64,3,64,3,0.00408528,0.494319,0.869271
65,3,65,3,0.0122496,0.494067,0.869338
66,3,66,3,0.0203952,0.493563,0.869471
67,3,67,3,0.0285096,0.492809,0.86967
68,3,68,3,0.0365807,0.491807,0.869935
69,3,69,3,0.0445965,0.490561,0.870265
70,3,70,3,0.0525452,0.489074,0.870658
71,3,71,3,0.0604154,0.487351,0.871114
72,3,72,3,0.0681961,0.485396,0.871631
73,3,73,3,0.0758767,0.483215,0.872208
74,3,74,3,0.0834472,0.480815,0.872842
75,3,75,3,0.0908979,0.478202,0.873533
76,3,76,3,0.0982198,0.475384,0.874279
77,3,77,3,0.105404,0.472368,0.875076
78,3,78,3,0.112444,0.469163,0.875924
79,3,79,3,0.119331,0.465776,0.876819
80,3,80,3,0.126059,0.462218,0.877761
81,3,81,3,0.132623,0.458496,0.878745
82,3,82,3,0.139016,0.45462,0.87977
83,3,83,3,0.145234,0.450599,0.880833
84,3,84,3,0.151274,0.446443,0.881932
85,3,85,3,0.157131,0.442161,0.883065
86,3,86,3,0.162804,0.437761,0.884228
87,3,87,3,0.168289,0.433255,0.88542
88,3,88,3,0.173586,0.428651,0.886638
89,3,89,3,0.178693,0.423957,0.887879
90,3,90,3,0.183609,0.419184,0.889141
91,3,91,3,0.188336,0.414339,0.890423
92,3,92,3,0.192873,0.409432,0.89172
93,3,93,3,0.197221,0.404471,0.893032
94,3,94,3,0.201382,0.399464,0.894357
95,3,95,3,0.205358,0.394418,0.895691
96,3,96,3,0.20915,0.389341,0.897034
97,3,97,3,0.212762,0.384241,0.898382
98,3,98,3,0.216195,0.379125,0.899736
99,3,99,3,0.219453,0.373998,0.901091
100,3,100,3,0.22254,0.368867,0.902448
101,3,101,3,0.225458,0.363739,0.903805
102,3,102,3,0.228212,0.358618,0.905159
103,3,103,3,0.230804,0.35351,0.90651
104,3,104,3,0.23324,0.348421,0.907856
105,3,105,3,0.235524,0.343354,0.909196
106,3,106,3,0.237658,0.338314,0.910529
107,3,107,3,0.239649,0.333305,0.911853
108,3,108,3,0.241499,0.32833,0.913169
109,3,109,3,0.243214,0.323394,0.914474
110,3,110,3,0.244797,0.3185,0.915769
111,3,111,3,0.246254,0.313649,0.917051
112,3,112,3,0.247587,0.308846,0.918322
113,3,113,3,0.248802,0.304092,0.919579
114,3,114,3,0.249903,0.299389,0.920823
115,3,115,3,0.250894,0.29474,0.922052
116,3,116,3,0.25178,0.290146,0.923267
117,3,117,3,0.252563,0.285609,0.924467
118,3,118,3,0.253249,0.28113,0.925652
119,3,119,3,0.253841,0.27671,0.926821
120,3,120,3,0.254343,0.27235,0.927974
121,3,121,3,0.254759,0.268051,0.92911
122,3,122,3,0.255093,0.263814,0.930231
123,3,123,3,0.255348,0.259639,0.931335
124,3,124,3,0.255527,0.255527,0.932423
125,3,125,3,0.255634,0.251478,0.933494
126,3,126,3,0.255673,0.247491,0.934548
127,3,127,3,0.255646,0.243568,0.935585
0,4,0,4,-0.259564,0.243214,0.934598
1,4,1,4,-0.259656,0.247192,0.933528
2,4,2,4,-0.259682,0.251237,0.93244
3,4,3,4,-0.259639,0.255348,0.931335
4,4,4,4,-0.259524,0.259524,0.930212
5,4,5,4,-0.259334,0.263767,0.929071
6,4,6,4,-0.259064,0.268075,0.927913
7,4,7,4,-0.258711,0.272448,0.926737
8,4,8,4,-0.258271,0.276885,0.925544
9,4,9,4,-0.25774,0.281386,0.924333
10,4,10,4,-0.257115,0.28595,0.923106
11,4,11,4,-0.256391,0.290576,0.921862
12,4,12,4,-0.255563,0.295262,0.920602
13,4,13,4,-0.254629,0.300008,0.919326
14,4,14,4,-0.253582,0.304811,0.918034
15,4,15,4,-0.252419,0.309669,0.916728
16,4,16,4,-0.251136,0.314581,0.915407
17,4,17,4,-0.249727,0.319544,0.914072
18,4,18,4,-0.248189,0.324555,0.912725
19,4,19,4,-0.246516,0.329611,0.911365
20,4,20,4,-0.244704,0.33471,0.909994
21,4,21,4,-0.242749,0.339848,0.908612
22,4,22,4,-0.240645,0.345021,0.907221
23,4,23,4,-0.238389,0.350225,0.905822
24,4,24,4,-0.235975,0.355456,0.904415
25,4,25,4,-0.2334,0.360709,0.903003
26,4,26,4,-0.230658,0.365978,0.901586
27,4,27,4,-0.227747,0.371259,0.900166
28,4,28,4,-0.224661,0.376545,0.898744
29,4,29,4,-0.221398,0.381831,0.897323
30,4,30,4,-0.217953,0.38711,0.895903
31,4,31,4,-0.214323,0.392375,0.894487
32,4,32,4,-0.210504,0.397619,0.893077
33,4,33,4,-0.206495,0.402835,0.891675
34,4,34,4,-0.202293,0.408015,0.890282
35,4,35,4,-0.197895,0.41315,0.888901
36,4,36,4,-0.1933,0.418232,0.887534
37,4,37,4,-0.188507,0.423252,0.886184
38,4,38,4,-0.183515,0.428202,0.884853
39,4,39,4,-0.178324,0.433072,0.883544
40,4,40,4,-0.172933,0.437852,0.882258
41,4,41,4,-0.167345,0.442533,0.880999
42,4,42,4,-0.161559,0.447106,0.87977
43,4,43,4,-0.155579,0.451559,0.878572
44,4,44,4,-0.149407,0.455884,0.877409
45,4,45,4,-0.143047,0.46007,0.876284
46,4,46,4,-0.136502,0.464107,0.875198
47,4,47,4,-0.129778,0.467986,0.874155
48,4,48,4,-0.122879,0.471696,0.873157
49,4,49,4,-0.115812,0.475228,0.872208
50,4,50,4,-0.108584,0.478572,0.871308
51,4,51,4,-0.101202,0.48172,0.870462
52,4,52,4,-0.0936744,0.484663,0.86967
53,4,53,4,-0.0860105,0.487393,0.868936
54,4,54,4,-0.0782195,0.489901,0.868262
55,4,55,4,-0.0703115,0.49218,0.867649
56,4,56,4,-0.0622972,0.494225,0.867099
57,4,57,4,-0.0541878,0.496027,0.866615
58,4,58,4,-0.045995,0.497583,0.866196
59,4,59,4,-0.0377309,0.498886,0.865846
60,4,60,4,-0.0294079,0.499934,0.865564
61,4,61,4,-0.0210388,0.500723,0.865352
62,4,62,4,-0.0126366,0.50125,0.86521
63,4,63,4,-0.00421441,0.501515,0.865139
64,4,64,4,0.00421441,0.501515,0.865139
65,4,65,4,0.0126366,0.50125,0.86521
66,4,66,4,0.0210388,0.500723,0.865352
67,4,67,4,0.0294079,0.499934,0.865564
68,4,68,4,0.0377309,0.498886,0.865846
69,4,69,4,0.045995,0.497583,0.866196
70,4,70,4,0.0541878,0.496027,0.866615
71,4,71,4,0.0622972,0.494225,0.867099
72,4,72,4,0.0703115,0.49218,0.867649
73,4,73,4,0.0782195,0.489901,0.868262
74,4,74,4,0.0860105,0.487393,0.868936
75,4,75,4,0.0936744,0.484663,0.86967
