i,j,x,y,phi_x,phi_y,phi_z
53,104,53,104,-0.167456,-0.645901,0.744829
54,104,54,104,-0.153033,-0.652404,0.74226
55,104,55,104,-0.138176,-0.658369,0.739903
56,104,56,104,-0.122919,-0.663764,0.737772
57,104,57,104,-0.107299,-0.668558,0.735878
58,104,58,104,-0.0913574,-0.672723,0.734233
59,104,59,104,-0.075137,-0.676233,0.732846
60,104,60,104,-0.0586848,-0.679067,0.731726
61,104,61,104,-0.0420499,-0.681209,0.73088
62,104,62,104,-0.0252831,-0.682644,0.730313
63,104,63,104,-0.00843659,-0.683364,0.730029
64,104,64,104,0.00843659,-0.683364,0.730029
65,104,65,104,0.0252831,-0.682644,0.730313
66,104,66,104,0.0420499,-0.681209,0.73088
67,104,67,104,0.0586848,-0.679067,0.731726
68,104,68,104,0.075137,-0.676233,0.732846
69,104,69,104,0.0913574,-0.672723,0.734233
70,104,70,104,0.107299,-0.668558,0.735878
71,104,71,104,0.122919,-0.663764,0.737772
72,104,72,104,0.138176,-0.658369,0.739903
73,104,73,104,0.153033,-0.652404,0.74226
74,104,74,104,0.167456,-0.645901,0.744829
75,104,75,104,0.181415,-0.638896,0.747597
76,104,76,104,0.194884,-0.631425,0.750548
77,104,77,104,0.207842,-0.623527,0.753669
78,104,78,104,0.220271,-0.615239,0.756943
79,104,79,104,0.232155,-0.6066,0.760356
80,104,80,104,0.243486,-0.597648,0.763892
81,104,81,104,0.254257,-0.588422,0.767537
82,104,82,104,0.264463,-0.578959,0.771275
83,104,83,104,0.274105,-0.569295,0.775093
84,104,84,104,0.283186,-0.559465,0.778977
85,104,85,104,0.291711,-0.549502,0.782913
86,104,86,104,0.299688,-0.539438,0.786889
87,104,87,104,0.307127,-0.529304,0.790892
88,104,88,104,0.31404,-0.519127,0.794913
89,104,89,104,0.32044,-0.508934,0.79894
90,104,90,104,0.326342,-0.498749,0.802963
91,104,91,104,0.331762,-0.488596,0.806975
92,104,92,104,0.336718,-0.478494,0.810965
93,104,93,104,0.341225,-0.468462,0.814929
94,104,94,104,0.345303,-0.458518,0.818857
95,104,95,104,0.34897,-0.448676,0.822745
96,104,96,104,0.352244,-0.43895,0.826588
97,104,97,104,0.355143,-0.429352,0.830379
98,104,98,104,0.357687,-0.419893,0.834116
99,104,99,104,0.359892,-0.410581,0.837795
100,104,100,104,0.361778,-0.401425,0.841412
101,104,101,104,0.363361,-0.39243,0.844966
102,104,102,104,0.364659,-0.383602,0.848453
103,104,103,104,0.365688,-0.374946,0.851873
104,104,104,104,0.366464,-0.366464,0.855224
105,104,105,104,0.367003,-0.358159,0.858505
106,104,106,104,0.367319,-0.350034,0.861715
107,104,107,104,0.367428,-0.342088,0.864854
108,104,108,104,0.367342,-0.334322,0.867922
109,104,109,104,0.367074,-0.326736,0.870919
110,104,110,104,0.366638,-0.31933,0.873845
111,104,111,104,0.366045,-0.312101,0.876701
112,104,112,104,0.365305,-0.305049,0.879487
113,104,113,104,0.364431,-0.298171,0.882204
114,104,114,104,0.363432,-0.291465,0.884853
115,104,115,104,0.362317,-0.284929,0.887435
116,104,116,104,0.361096,-0.27856,0.889952
117,104,117,104,0.359777,-0.272355,0.892403
118,104,118,104,0.358368,-0.26631,0.894791
119,104,119,104,0.356877,-0.260424,0.897116
120,104,120,104,0.355311,-0.254692,0.899381
121,104,121,104,0.353676,-0.249111,0.901586
122,104,122,104,0.351979,-0.243678,0.903732
123,104,123,104,0.350225,-0.238389,0.905822
124,104,124,104,0.348421,-0.23324,0.907856
125,104,125,104,0.34657,-0.228229,0.909835
126,104,126,104,0.344679,-0.223352,0.911762
127,104,127,104,0.342751,-0.218605,0.913638
0,105,0,105,-0.338075,-0.220947,0.914816
1,105,1,105,-0.339876,-0.225678,0.912992
2,105,2,105,-0.341637,-0.230536,0.911119
3,105,3,105,-0.343354,-0.235524,0.909196
4,105,4,105,-0.345021,-0.240645,0.907221
5,105,5,105,-0.346635,-0.245903,0.905194
6,105,6,105,-0.348188,-0.251301,0.903113
7,105,7,105,-0.349676,-0.256842,0.900977
8,105,8,105,-0.351092,-0.262528,0.898784
9,105,9,105,-0.35243,-0.268364,0.896534
10,105,10,105,-0.353682,-0.274352,0.894226
11,105,11,105,-0.354842,-0.280494,0.891858
12,105,12,105,-0.355901,-0.286794,0.889429
13,105,13,105,-0.356851,-0.293254,0.886938
14,105,14,105,-0.357683,-0.299876,0.884385
15,105,15,105,-0.358388,-0.306662,0.881769
16,105,16,105,-0.358956,-0.313614,0.879088
17,105,17,105,-0.359377,-0.320734,0.876343
18,105,18,105,-0.359639,-0.328023,0.873533
19,105,19,105,-0.359732,-0.335481,0.870658
20,105,20,105,-0.359643,-0.343108,0.867717
21,105,21,105,-0.359361,-0.350905,0.864711
22,105,22,105,-0.35887,-0.35887,0.86164
23,105,23,105,-0.358159,-0.367003,0.858505
24,105,24,105,-0.357214,-0.3753,0.855306
25,105,25,105,-0.356018,-0.38376,0.852045
26,105,26,105,-0.354558,-0.392377,0.848722
27,105,27,105,-0.352817,-0.401148,0.845341
28,105,28,105,-0.35078,-0.410066,0.841902
29,105,29,105,-0.34843,-0.419126,0.838409
30,105,30,105,-0.345751,-0.428318,0.834865
31,105,31,105,-0.342725,-0.437634,0.831274
32,105,32,105,-0.339337,-0.447063,0.827638
33,105,33,105,-0.335568,-0.456593,0.823964
34,105,34,105,-0.331402,-0.46621,0.820256
35,105,35,105,-0.326823,-0.4759,0.81652
36,105,36,105,-0.321814,-0.485646,0.812763
37,105,37,105,-0.316359,-0.49543,0.808991
38,105,38,105,-0.310443,-0.505231,0.805212
39,105,39,105,-0.304053,-0.515028,0.801435
40,105,40,105,-0.297174,-0.524797,0.797668
41,105,41,105,-0.289797,-0.534514,0.793922
42,105,42,105,-0.281909,-0.544151,0.790207
43,105,43,105,-0.273504,-0.553679,0.786533
44,105,44,105,-0.264575,-0.56307,0.782913
45,105,45,105,-0.255117,-0.57229,0.779358
46,105,46,105,-0.24513,-0.581309,0.775881
47,105,47,105,-0.234615,-0.590091,0.772495
48,105,48,105,-0.223574,-0.598603,0.769213
49,105,49,105,-0.212017,-0.606808,0.76605
50,105,50,105,-0.199954,-0.614673,0.763018
51,105,51,105,-0.187398,-0.62216,0.760131
52,105,52,105,-0.174366,-0.629235,0.757403
53,105,53,105,-0.160881,-0.635863,0.754848
54,105,54,105,-0.146966,-0.642011,0.752478
55,105,55,105,-0.132651,-0.647647,0.750305
56,105,56,105,-0.117965,-0.65274,0.748341
57,105,57,105,-0.102945,-0.657263,0.746597
58,105,58,105,-0.0876276,-0.66119,0.745083
59,105,59,105,-0.072054,-0.664498,0.743808
60,105,60,105,-0.0562673,-0.667169,0.742778
61,105,61,105,-0.0403124,-0.669186,0.742001
62,105,62,105,-0.0242363,-0.670538,0.741479
63,105,63,105,-0.00808693,-0.671216,0.741218
64,105,64,105,0.00808693,-0.671216,0.741218
65,105,65,105,0.0242363,-0.670538,0.741479
66,105,66,105,0.0403124,-0.669186,0.742001
67,105,67,105,0.0562673,-0.667169,0.742778
68,105,68,105,0.072054,-0.664498,0.743808
69,105,69,105,0.0876276,-0.66119,0.745083
70,105,70,105,0.102945,-0.657263,0.746597
71,105,71,105,0.117965,-0.65274,0.748341
72,105,72,105,0.132651,-0.647647,0.750305
73,105,73,105,0.146966,-0.642011,0.752478
74,105,74,105,0.160881,-0.635863,0.754848
75,105,75,105,0.174366,-0.629235,0.757403
76,105,76,105,0.187398,-0.62216,0.760131
77,105,77,105,0.199954,-0.614673,0.763018
78,105,78,105,0.212017,-0.606808,0.76605
79,105,79,105,0.223574,-0.598603,0.769213
80,105,80,105,0.234615,-0.590091,0.772495
81,105,81,105,0.24513,-0.581309,0.775881
82,105,82,105,0.255117,-0.57229,0.779358
83,105,83,105,0.264575,-0.56307,0.782913
84,105,84,105,0.273504,-0.553679,0.786533
85,105,85,105,0.281909,-0.544151,0.790207
86,105,86,105,0.289797,-0.534514,0.793922
87,105,87,105,0.297174,-0.524797,0.797668
88,105,88,105,0.304053,-0.515028,0.801435
89,105,89,105,0.310443,-0.505231,0.805212
90,105,90,105,0.316359,-0.49543,0.808991
91,105,91,105,0.321814,-0.485646,0.812763
92,105,92,105,0.326823,-0.4759,0.81652
93,105,93,105,0.331402,-0.46621,0.820256
94,105,94,105,0.335568,-0.456593,0.823964
95,105,95,105,0.339337,-0.447063,0.827638
96,105,96,105,0.342725,-0.437634,0.831274
97,105,97,105,0.345751,-0.428318,0.834865
98,105,98,105,0.34843,-0.419126,0.838409
99,105,99,105,0.35078,-0.410066,0.841902
100,105,100,105,0.352817,-0.401148,0.845341
101,105,101,105,0.354558,-0.392377,0.848722
102,105,102,105,0.356018,-0.38376,0.852045
103,105,103,105,0.357214,-0.3753,0.855306
104,105,104,105,0.358159,-0.367003,0.858505
105,105,105,105,0.35887,-0.35887,0.86164
106,105,106,105,0.359361,-0.350905,0.864711
107,105,107,105,0.359643,-0.343108,0.867717
108,105,108,105,0.359732,-0.335481,0.870658
109,105,109,105,0.359639,-0.328023,0.873533
110,105,110,105,0.359377,-0.320734,0.876343
111,105,111,105,0.358956,-0.313614,0.879088
112,105,112,105,0.358388,-0.306662,0.881769
113,105,113,105,0.357683,-0.299876,0.884385
114,105,114,105,0.356851,-0.293254,0.886938
115,105,115,105,0.355901,-0.286794,0.889429
116,105,116,105,0.354842,-0.280494,0.891858
117,105,117,105,0.353682,-0.274352,0.894226
118,105,118,105,0.35243,-0.268364,0.896534
119,105,119,105,0.351092,-0.262528,0.898784
120,105,120,105,0.349676,-0.256842,0.900977
121,105,121,105,0.348188,-0.251301,0.903113
122,105,122,105,0.346635,-0.245903,0.905194
123,105,123,105,0.345021,-0.240645,0.907221
124,105,124,105,0.343354,-0.235524,0.909196
125,105,125,105,0.341637,-0.230536,0.911119
126,105,126,105,0.339876,-0.225678,0.912992
127,105,127,105,0.338075,-0.220947,0.914816
0,106,0,106,-0.333415,-0.223152,0.91599
1,106,1,106,-0.335093,-0.227863,0.914216
2,106,2,106,-0.336727,-0.232697,0.912396
3,106,3,106,-0.338314,-0.237658,0.910529
4,106,4,106,-0.339848,-0.242749,0.908612
5,106,5,106,-0.341326,-0.247972,0.906646
6,106,6,106,-0.34274,-0.25333,0.904629
7,106,7,106,-0.344086,-0.258826,0.90256
8,106,8,106,-0.345357,-0.264463,0.900438
9,106,9,106,-0.346547,-0.270243,0.898261
10,106,10,106,-0.34765,-0.27617,0.89603
11,106,11,106,-0.348656,-0.282246,0.893743
12,106,12,106,-0.34956,-0.288472,0.891399
13,106,13,106,-0.350352,-0.294851,0.888997
14,106,14,106,-0.351025,-0.301385,0.886537
15,106,15,106,-0.351569,-0.308076,0.884019
16,106,16,106,-0.351974,-0.314924,0.88144
17,106,17,106,-0.352231,-0.321932,0.878802
18,106,18,106,-0.352329,-0.329099,0.876104
19,106,19,106,-0.352257,-0.336425,0.873346
20,106,20,106,-0.352004,-0.343912,0.870527
21,106,21,106,-0.351557,-0.351557,0.867649
22,106,22,106,-0.350905,-0.359361,0.864711
23,106,23,106,-0.350034,-0.367319,0.861715
24,106,24,106,-0.34893,-0.375431,0.858661
25,106,25,106,-0.347581,-0.383693,0.855551
26,106,26,106,-0.345971,-0.3921,0.852386
27,106,27,106,-0.344086,-0.400648,0.849168
28,106,28,106,-0.341911,-0.40933,0.845899
29,106,29,106,-0.339431,-0.41814,0.842583
30,106,30,106,-0.336631,-0.427069,0.839221
31,106,31,106,-0.333494,-0.436107,0.835819
32,106,32,106,-0.330005,-0.445245,0.832378
33,106,33,106,-0.326149,-0.45447,0.828906
34,106,34,106,-0.32191,-0.463768,0.825405
35,106,35,106,-0.317273,-0.473126,0.821882
36,106,36,106,-0.312223,-0.482526,0.818343
37,106,37,106,-0.306746,-0.491952,0.814795
38,106,38,106,-0.300829,-0.501382,0.811244
39,106,39,106,-0.29446,-0.510798,0.8077
40,106,40,106,-0.287627,-0.520176,0.804169
41,106,41,106,-0.280319,-0.529492,0.800662
42,106,42,106,-0.272529,-0.538721,0.797188
43,106,43,106,-0.26425,-0.547835,0.793756
44,106,44,106,-0.255476,-0.556807,0.790379
45,106,45,106,-0.246205,-0.565606,0.787066
46,106,46,106,-0.236437,-0.574203,0.783829
47,106,47,106,-0.226173,-0.582566,0.780681
48,106,48,106,-0.215418,-0.590662,0.777633
49,106,49,106,-0.20418,-0.59846,0.774697
50,106,50,106,-0.19247,-0.605926,0.771887
51,106,51,106,-0.180302,-0.613027,0.769213
52,106,52,106,-0.167692,-0.619731,0.766689
53,106,53,106,-0.154661,-0.626007,0.764327
54,106,54,106,-0.141231,-0.631823,0.762137
55,106,55,106,-0.12743,-0.637152,0.760131
56,106,56,106,-0.113288,-0.641964,0.75832
57,106,57,106,-0.0988358,-0.646234,0.756712
58,106,58,106,-0.0841099,-0.64994,0.755317
59,106,59,106,-0.0691477,-0.653061,0.754142
60,106,60,106,-0.0539889,-0.65558,0.753194
61,106,61,106,-0.0386754,-0.657481,0.752478
62,106,62,106,-0.0232502,-0.658755,0.751998
63,106,63,106,-0.00775758,-0.659394,0.751758
64,106,64,106,0.00775758,-0.659394,0.751758
65,106,65,106,0.0232502,-0.658755,0.751998
66,106,66,106,0.0386754,-0.657481,0.752478
67,106,67,106,0.0539889,-0.65558,0.753194
68,106,68,106,0.0691477,-0.653061,0.754142
69,106,69,106,0.0841099,-0.64994,0.755317
70,106,70,106,0.0988358,-0.646234,0.756712
71,106,71,106,0.113288,-0.641964,0.75832
72,106,72,106,0.12743,-0.637152,0.760131
73,106,73,106,0.141231,-0.631823,0.762137
74,106,74,106,0.154661,-0.626007,0.764327
75,106,75,106,0.167692,-0.619731,0.766689
76,106,76,106,0.180302,-0.613027,0.769213
77,106,77,106,0.19247,-0.605926,0.771887
78,106,78,106,0.20418,-0.59846,0.774697
79,106,79,106,0.215418,-0.590662,0.777633
80,106,80,106,0.226173,-0.582566,0.780681
81,106,81,106,0.236437,-0.574203,0.783829
82,106,82,106,0.246205,-0.565606,0.787066
83,106,83,106,0.255476,-0.556807,0.790379
84,106,84,106,0.26425,-0.547835,0.793756
85,106,85,106,0.272529,-0.538721,0.797188
86,106,86,106,0.280319,-0.529492,0.800662
87,106,87,106,0.287627,-0.520176,0.804169
88,106,88,106,0.29446,-0.510798,0.8077
89,106,89,106,0.300829,-0.501382,0.811244
90,106,90,106,0.306746,-0.491952,0.814795
91,106,91,106,0.312223,-0.482526,0.818343
92,106,92,106,0.317273,-0.473126,0.821882
93,106,93,106,0.32191,-0.463768,0.825405
94,106,94,106,0.326149,-0.45447,0.828906
95,106,95,106,0.330005,-0.445245,0.832378
96,106,96,106,0.333494,-0.436107,0.835819
97,106,97,106,0.336631,-0.427069,0.839221
98,106,98,106,0.339431,-0.41814,0.842583
99,106,99,106,0.341911,-0.40933,0.845899
100,106,100,106,0.344086,-0.400648,0.849168
101,106,101,106,0.345971,-0.3921,0.852386
102,106,102,106,0.347581,-0.383693,0.855551
103,106,103,106,0.34893,-0.375431,0.858661
104,106,104,106,0.350034,-0.367319,0.861715
105,106,105,106,0.350905,-0.359361,0.864711
106,106,106,106,0.351557,-0.351557,0.867649
107,106,107,106,0.352004,-0.343912,0.870527
108,106,108,106,0.352257,-0.336425,0.873346
109,106,109,106,0.352329,-0.329099,0.876104
110,106,110,106,0.352231,-0.321932,0.878802
111,106,111,106,0.351974,-0.314924,0.88144
112,106,112,106,0.351569,-0.308076,0.884019
113,106,113,106,0.351025,-0.301385,0.886537
114,106,114,106,0.350352,-0.294851,0.888997
115,106,115,106,0.34956,-0.288472,0.891399
116,106,116,106,0.348656,-0.282246,0.893743
117,106,117,106,0.34765,-0.27617,0.89603
118,106,118,106,0.346547,-0.270243,0.898261
119,106,119,106,0.345357,-0.264463,0.900438
120,106,120,106,0.344086,-0.258826,0.90256
121,106,121,106,0.34274,-0.25333,0.904629
122,106,122,106,0.341326,-0.247972,0.906646
123,106,123,106,0.339848,-0.242749,0.908612
124,106,124,106,0.338314,-0.237658,0.910529
125,106,125,106,0.336727,-0.232697,0.912396
126,106,126,106,0.335093,-0.227863,0.914216
127,106,127,106,0.333415,-0.223152,0.91599
0,107,0,107,-0.328776,-0.225224,0.917159
1,107,1,107,-0.330333,-0.229912,0.915435
2,107,2,107,-0.331844,-0.234719,0.913667
3,107,3,107,-0.333305,-0.239649,0.911853
4,107,4,107,-0.33471,-0.244704,0.909994
5,107,5,107,-0.336056,-0.249888,0.908087
6,107,6,107,-0.337336,-0.255202,0.906133
7,107,7,107,-0.338545,-0.26065,0.904129
8,107,8,107,-0.339677,-0.266233,0.902075
9,107,9,107,-0.340725,-0.271955,0.899971
10,107,10,107,-0.341682,-0.277817,0.897815
11,107,11,107,-0.342543,-0.283821,0.895606
12,107,12,107,-0.343298,-0.28997,0.893344
13,107,13,107,-0.34394,-0.296265,0.891029
14,107,14,107,-0.34446,-0.302707,0.888659
15,107,15,107,-0.344851,-0.309299,0.886235
16,107,16,107,-0.345102,-0.31604,0.883755
17,107,17,107,-0.345204,-0.322932,0.88122
18,107,18,107,-0.345146,-0.329975,0.87863
19,107,19,107,-0.344919,-0.337168,0.875984
20,107,20,107,-0.344512,-0.344512,0.873283
21,107,21,107,-0.343912,-0.352004,0.870527
22,107,22,107,-0.343108,-0.359643,0.867717
23,107,23,107,-0.342088,-0.367428,0.864854
24,107,24,107,-0.340839,-0.375354,0.861939
25,107,25,107,-0.339347,-0.383418,0.858973
26,107,26,107,-0.3376,-0.391616,0.855957
27,107,27,107,-0.335584,-0.399943,0.852895
28,107,28,107,-0.333284,-0.408391,0.849787
29,107,29,107,-0.330687,-0.416954,0.846638
30,107,30,107,-0.327779,-0.425623,0.843449
31,107,31,107,-0.324544,-0.434389,0.840225
32,107,32,107,-0.320968,-0.443242,0.836969
33,107,33,107,-0.317038,-0.452168,0.833685
34,107,34,107,-0.312738,-0.461156,0.830379
35,107,35,107,-0.308056,-0.470191,0.827056
36,107,36,107,-0.302978,-0.479256,0.823722
37,107,37,107,-0.297492,-0.488335,0.820382
38,107,38,107,-0.291585,-0.497409,0.817045
39,107,39,107,-0.285246,-0.506458,0.813717
40,107,40,107,-0.278467,-0.51546,0.810405
41,107,41,107,-0.271238,-0.524393,0.80712
42,107,42,107,-0.263551,-0.533231,0.803869
43,107,43,107,-0.255402,-0.541951,0.800662
44,107,44,107,-0.246787,-0.550524,0.797508
45,107,45,107,-0.237703,-0.558924,0.794419
46,107,46,107,-0.228152,-0.567122,0.791404
47,107,47,107,-0.218137,-0.575088,0.788473
48,107,48,107,-0.207662,-0.582793,0.78564
49,107,49,107,-0.196735,-0.590206,0.782913
50,107,50,107,-0.185368,-0.597297,0.780305
51,107,51,107,-0.173573,-0.604036,0.777826
52,107,52,107,-0.161368,-0.610392,0.775488
53,107,53,107,-0.148771,-0.616338,0.773301
54,107,54,107,-0.135805,-0.621845,0.771275
55,107,55,107,-0.122495,-0.626886,0.769421
56,107,56,107,-0.108868,-0.631436,0.767748
57,107,57,107,-0.0949555,-0.635471,0.766263
58,107,58,107,-0.0807895,-0.638972,0.764976
59,107,59,107,-0.0664053,-0.641918,0.763892
60,107,60,107,-0.0518399,-0.644295,0.763018
61,107,61,107,-0.0371316,-0.64609,0.762358
62,107,62,107,-0.0223204,-0.647291,0.761916
63,107,63,107,-0.00744706,-0.647894,0.761694
64,107,64,107,0.00744706,-0.647894,0.761694
65,107,65,107,0.0223204,-0.647291,0.761916
66,107,66,107,0.0371316,-0.64609,0.762358
67,107,67,107,0.0518399,-0.644295,0.763018
68,107,68,107,0.0664053,-0.641918,0.763892
69,107,69,107,0.0807895,-0.638972,0.764976
70,107,70,107,0.0949555,-0.635471,0.766263
71,107,71,107,0.108868,-0.631436,0.767748
72,107,72,107,0.122495,-0.626886,0.769421
73,107,73,107,0.135805,-0.621845,0.771275
74,107,74,107,0.148771,-0.616338,0.773301
75,107,75,107,0.161368,-0.610392,0.775488
76,107,76,107,0.173573,-0.604036,0.777826
77,107,77,107,0.185368,-0.597297,0.780305
78,107,78,107,0.196735,-0.590206,0.782913
79,107,79,107,0.207662,-0.582793,0.78564
80,107,80,107,0.218137,-0.575088,0.788473
81,107,81,107,0.228152,-0.567122,0.791404
82,107,82,107,0.237703,-0.558924,0.794419
83,107,83,107,0.246787,-0.550524,0.797508
84,107,84,107,0.255402,-0.541951,0.800662
85,107,85,107,0.263551,-0.533231,0.803869
86,107,86,107,0.271238,-0.524393,0.80712
87,107,87,107,0.278467,-0.51546,0.810405
88,107,88,107,0.285246,-0.506458,0.813717
89,107,89,107,0.291585,-0.497409,0.817045
90,107,90,107,0.297492,-0.488335,0.820382
91,107,91,107,0.302978,-0.479256,0.823722
92,107,92,107,0.308056,-0.470191,0.827056
93,107,93,107,0.312738,-0.461156,0.830379
94,107,94,107,0.317038,-0.452168,0.833685
95,107,95,107,0.320968,-0.443242,0.836969
96,107,96,107,0.324544,-0.434389,0.840225
97,107,97,107,0.327779,-0.425623,0.843449
98,107,98,107,0.330687,-0.416954,0.846638
99,107,99,107,0.333284,-0.408391,0.849787
100,107,100,107,0.335584,-0.399943,0.852895
101,107,101,107,0.3376,-0.391616,0.855957
102,107,102,107,0.339347,-0.383418,0.858973
103,107,103,107,0.340839,-0.375354,0.861939
104,107,104,107,0.342088,-0.367428,0.864854
105,107,105,107,0.343108,-0.359643,0.867717
106,107,106,107,0.343912,-0.352004,0.870527
107,107,107,107,0.344512,-0.344512,0.873283
108,107,108,107,0.344919,-0.337168,0.875984
109,107,109,107,0.345146,-0.329975,0.87863
110,107,110,107,0.345204,-0.322932,0.88122
111,107,111,107,0.345102,-0.31604,0.883755
112,107,112,107,0.344851,-0.309299,0.886235
113,107,113,107,0.34446,-0.302707,0.888659
114,107,114,107,0.34394,-0.296265,0.891029
115,107,115,107,0.343298,-0.28997,0.893344
116,107,116,107,0.342543,-0.283821,0.895606
117,107,117,107,0.341682,-0.277817,0.897815
118,107,118,107,0.340725,-0.271955,0.899971
119,107,119,107,0.339677,-0.266233,0.902075
120,107,120,107,0.338545,-0.26065,0.904129
121,107,121,107,0.337336,-0.255202,0.906133
122,107,122,107,0.336056,-0.249888,0.908087
123,107,123,107,0.33471,-0.244704,0.909994
124,107,124,107,0.333305,-0.239649,0.911853
125,107,125,107,0.331844,-0.234719,0.913667
126,107,126,107,0.330333,-0.229912,0.915435
127,107,127,107,0.328776,-0.225224,0.917159
0,108,0,108,-0.32416,-0.227168,0.918322
1,108,1,108,-0.3256,-0.231827,0.916646
2,108,2,108,-0.326992,-0.236604,0.914929
3,108,3,108,-0.32833,-0.241499,0.913169
4,108,4,108,-0.329611,-0.246516,0.911365
5,108,5,108,-0.33083,-0.251657,0.909517
6,108,6,108,-0.33198,-0.256924,0.907623
7,108,7,108,-0.333057,-0.262319,0.905683
8,108,8,108,-0.334054,-0.267845,0.903696
9,108,9,108,-0.334966,-0.273504,0.901661
10,108,10,108,-0.335785,-0.279298,0.899578
11,108,11,108,-0.336505,-0.285228,0.897446
12,108,12,108,-0.337118,-0.291296,0.895264
13,108,13,108,-0.337616,-0.297503,0.893032
14,108,14,108,-0.337992,-0.303851,0.89075
15,108,15,108,-0.338237,-0.310341,0.888417
16,108,16,108,-0.338342,-0.316973,0.886032
17,108,17,108,-0.338297,-0.323747,0.883597
18,108,18,108,-0.338094,-0.330663,0.88111
19,108,19,108,-0.337721,-0.337721,0.878572
20,108,20,108,-0.337168,-0.344919,0.875984
21,108,21,108,-0.336425,-0.352257,0.873346
22,108,22,108,-0.335481,-0.359732,0.870658
23,108,23,108,-0.334322,-0.367342,0.867922
24,108,24,108,-0.332938,-0.375082,0.865139
25,108,25,108,-0.331316,-0.38295,0.86231
26,108,26,108,-0.329444,-0.39094,0.859437
27,108,27,108,-0.327308,-0.399047,0.856522
28,108,28,108,-0.324896,-0.407264,0.853568
29,108,29,108,-0.322195,-0.415584,0.850576
30,108,30,108,-0.31919,-0.423999,0.847551
31,108,31,108,-0.315869,-0.432498,0.844495
32,108,32,108,-0.312219,-0.441072,0.841412
33,108,33,108,-0.308227,-0.449708,0.838307
34,108,34,108,-0.303879,-0.458394,0.835184
35,108,35,108,-0.299164,-0.467115,0.832049
36,108,36,108,-0.294069,-0.475856,0.828906
37,108,37,108,-0.288583,-0.484601,0.825761
38,108,38,108,-0.282695,-0.493331,0.822623
39,108,39,108,-0.276397,-0.502027,0.819496
40,108,40,108,-0.269679,-0.510669,0.816389
41,108,41,108,-0.262534,-0.519234,0.813309
42,108,42,108,-0.254956,-0.527701,0.810265
43,108,43,108,-0.246941,-0.536044,0.807265
44,108,44,108,-0.238487,-0.544238,0.804319
45,108,45,108,-0.229591,-0.552259,0.801435
46,108,46,108,-0.220256,-0.560079,0.798623
47,108,47,108,-0.210484,-0.56767,0.795894
48,108,48,108,-0.200283,-0.575005,0.793257
49,108,49,108,-0.189659,-0.582056,0.790721
50,108,50,108,-0.178623,-0.588795,0.788299
51,108,51,108,-0.167189,-0.595193,0.785998
52,108,52,108,-0.155373,-0.601224,0.783829
53,108,53,108,-0.143192,-0.606861,0.781803
54,108,54,108,-0.130668,-0.612078,0.779927
55,108,55,108,-0.117825,-0.616851,0.778211
56,108,56,108,-0.104689,-0.621156,0.776663
57,108,57,108,-0.0912881,-0.624973,0.775291
58,108,58,108,-0.0776528,-0.628281,0.774101
59,108,59,108,-0.0638156,-0.631066,0.7731
60,108,60,108,-0.049811,-0.633311,0.772293
61,108,61,108,-0.0356745,-0.635006,0.771683
62,108,62,108,-0.0214429,-0.63614,0.771275
63,108,63,108,-0.00715404,-0.636709,0.771071
64,108,64,108,0.00715404,-0.636709,0.771071
65,108,65,108,0.0214429,-0.63614,0.771275
66,108,66,108,0.0356745,-0.635006,0.771683
67,108,67,108,0.049811,-0.633311,0.772293
68,108,68,108,0.0638156,-0.631066,0.7731
69,108,69,108,0.0776528,-0.628281,0.774101
70,108,70,108,0.0912881,-0.624973,0.775291
71,108,71,108,0.104689,-0.621156,0.776663
72,108,72,108,0.117825,-0.616851,0.778211
73,108,73,108,0.130668,-0.612078,0.779927
74,108,74,108,0.143192,-0.606861,0.781803
75,108,75,108,0.155373,-0.601224,0.783829
76,108,76,108,0.167189,-0.595193,0.785998
77,108,77,108,0.178623,-0.588795,0.788299
78,108,78,108,0.189659,-0.582056,0.790721
79,108,79,108,0.200283,-0.575005,0.793257
80,108,80,108,0.210484,-0.56767,0.795894
81,108,81,108,0.220256,-0.560079,0.798623
82,108,82,108,0.229591,-0.552259,0.801435
83,108,83,108,0.238487,-0.544238,0.804319
84,108,84,108,0.246941,-0.536044,0.807265
85,108,85,108,0.254956,-0.527701,0.810265
86,108,86,108,0.262534,-0.519234,0.813309
87,108,87,108,0.269679,-0.510669,0.816389
88,108,88,108,0.276397,-0.502027,0.819496
89,108,89,108,0.282695,-0.493331,0.822623
90,108,90,108,0.288583,-0.484601,0.825761
91,108,91,108,0.294069,-0.475856,0.828906
92,108,92,108,0.299164,-0.467115,0.832049
93,108,93,108,0.303879,-0.458394,0.835184
94,108,94,108,0.308227,-0.449708,0.838307
95,108,95,108,0.312219,-0.441072,0.841412
96,108,96,108,0.315869,-0.432498,0.844495
97,108,97,108,0.31919,-0.423999,0.847551
98,108,98,108,0.322195,-0.415584,0.850576
99,108,99,108,0.324896,-0.407264,0.853568
100,108,100,108,0.327308,-0.399047,0.856522
101,108,101,108,0.329444,-0.39094,0.859437
102,108,102,108,0.331316,-0.38295,0.86231
103,108,103,108,0.332938,-0.375082,0.865139
104,108,104,108,0.334322,-0.367342,0.867922
105,108,105,108,0.335481,-0.359732,0.870658
106,108,106,108,0.336425,-0.352257,0.873346
107,108,107,108,0.337168,-0.344919,0.875984
108,108,108,108,0.337721,-0.337721,0.878572
