i,j,nx,ny,nz
1,15,-0.7613104524180417,-0.4118564742589408,0.5007800312013561
2,15,-0.7649918962722307,-0.4278768233387055,0.4813614262561915
3,15,-0.7679353317614822,-0.44459413944085796,0.4610980127990418
4,15,-0.7700385019250434,-0.4620231011550261,0.4399719986000558
5,15,-0.7711895234630258,-0.48017460894867653,0.41797017097139466
6,15,-0.771266540642672,-0.49905482041584653,0.39508506616270983
7,15,-0.7701375245579083,-0.5186640471512444,0.3713163064834467
8,15,-0.7676602694977078,-0.5389955083707312,0.34667211106589446
9,15,-0.7636826474331336,-0.560033941450965,0.32117098005955835
10,15,-0.7580431908329249,-0.581754076685733,0.2948435434113629
11,15,-0.7505720823798244,-0.6041189931349809,0.2677345537759204
12,15,-0.7410926365795377,-0.6270783847980704,0.23990498812369987
13,15,-0.7294233612616742,-0.6505667816658175,0.2114342040415924
14,15,-0.7153806847214852,-0.6745017884516864,0.18242207460418677
15,15,-0.698782424563238,-0.6987824245632381,0.15299100052958997
16,15,-0.6794520547945021,-0.7232876712328571,0.12328767123309438
17,15,-0.6572237960339803,-0.747875354107633,0.09348441926368194
18,15,-0.631948507899347,-0.7723815096547574,0.06377998829748362
19,15,-0.6035003017501459,-0.7966203983101926,0.03439951720000005
20,15,-0.5717837165941569,-0.8203853325046603,0.005593536358234854
21,15,-0.536741214057511,-0.8434504792332317,-0.02236421725214052
22,15,-0.4983606557377114,-0.8655737704918145,-0.049180327868590314
23,15,-0.45668233713902884,-0.8865010073875261,-0.07454667562095436
24,15,-0.41180507892931795,-0.9059711736444996,-0.09814687714454468
25,15,-0.3638908327501873,-0.9237228831350908,-0.11966410076949102
26,15,-0.3131672597864895,-0.9395017793594681,-0.1387900355869067
27,15,-0.2599277978339469,-0.953068592057805,-0.1552346570394257
28,15,-0.20452885317751207,-0.9642074506939855,-0.16873630387115082
29,15,-0.1473839351510765,-0.9727339719971045,-0.17907148120825828
30,15,-0.08895478131950087,-0.97850259451451,-0.186063750926321
31,15,-0.029739776951674554,-0.9814126394052609,-0.18959107806662231
32,15,0.029739776951674676,-0.9814126394052609,-0.18959107806662231
33,15,0.08895478131950099,-0.97850259451451,-0.186063750926321
34,15,0.14738393515107642,-0.9727339719971045,-0.17907148120825828
35,15,0.20452885317751215,-0.9642074506939854,-0.1687363038711508
36,15,0.2599277978339468,-0.9530685920578051,-0.1552346570394257
37,15,0.3131672597864894,-0.9395017793594681,-0.1387900355869067
38,15,0.3638908327501872,-0.9237228831350908,-0.11966410076949102
39,15,0.41180507892931806,-0.9059711736444995,-0.09814687714454468
40,15,0.4566823371390287,-0.8865010073875261,-0.07454667562095436
41,15,0.4983606557377113,-0.8655737704918146,-0.049180327868590314
42,15,0.5367412140575111,-0.8434504792332317,-0.02236421725214052
43,15,0.571783716594157,-0.8203853325046602,0.005593536358234854
44,15,0.6035003017501458,-0.7966203983101926,0.03439951720000004
45,15,0.631948507899347,-0.7723815096547574,0.06377998829748362
46,15,0.6572237960339803,-0.7478753541076328,0.09348441926368192
47,15,0.679452054794502,-0.7232876712328572,0.12328767123309438
48,15,0.6987824245632381,-0.6987824245632381,0.15299100052958997
49,15,0.7153806847214854,-0.6745017884516863,0.1824220746041868
50,15,0.7294233612616742,-0.6505667816658175,0.2114342040415924
51,15,0.7410926365795377,-0.6270783847980703,0.23990498812369984
52,15,0.7505720823798245,-0.6041189931349807,0.2677345537759204
53,15,0.7580431908329248,-0.581754076685733,0.2948435434113629
54,15,0.7636826474331339,-0.5600339414509647,0.32117098005955835
55,15,0.7676602694977078,-0.5389955083707311,0.34667211106589446
56,15,0.7701375245579083,-0.5186640471512444,0.3713163064834467
57,15,0.771266540642672,-0.4990548204158466,0.3950850661627099
58,15,0.7711895234630258,-0.4801746089486764,0.41797017097139466
59,15,0.7700385019250434,-0.4620231011550261,0.4399719986000558
60,15,0.7679353317614821,-0.4445941394408582,0.4610980127990418
61,15,0.7649918962722307,-0.4278768233387054,0.4813614262561915
62,15,0.7613104524180418,-0.4118564742589406,0.5007800312013561
63,15,0.7569840793030387,-0.3965154701111155,0.5193751877441701
0,16,-0.7718223583460389,-0.37978560490043184,0.5099540581930609
1,16,-0.7768226679400907,-0.39477873288758697,0.4906080865967363
2,16,-0.781198278715602,-0.4104601125454857,0.47037404832848495
3,16,-0.7848537005162968,-0.42685025817552996,0.4492254733219818
4,16,-0.7876834944503586,-0.44396706050838375,0.42713927676346647
5,16,-0.7895716945995757,-0.4618249534450346,0.4040968342645684
6,16,-0.7903913211932856,-0.4804339403331735,0.38008523827988006
7,16,-0.790004030632761,-0.4997984683595019,0.3550987505039798
8,16,-0.7882599580712328,-0.5199161425576215,0.32914046121609125
9,16,-0.7849978194504581,-0.5407762756214269,0.3022241604886094
10,16,-0.7800453514738827,-0.5623582766439617,0.2743764172337347
11,16,-0.7732201791607365,-0.5846298915605566,0.24563884959942858
12,16,-0.7643312101910498,-0.6075453209210906,0.21607055365036287
13,16,-0.7531806615775792,-0.6310432569974312,0.18575063613251566
14,16,-0.7395668251452476,-0.6550449022715049,0.15478077126275497
15,16,-0.7232876712328572,-0.6794520547945019,0.12328767123309438
16,16,-0.7041453719477422,-0.7041453719477423,0.09142532651924949
17,16,-0.6819517930628946,-0.7289829512051633,0.05937683715484968
18,16,-0.6565349544072906,-0.7537993920972593,0.02735562310054695
19,16,-0.6277463904582555,-0.7784055241682369,-0.004394224732956645
20,16,-0.595469255663436,-0.8025889967637614,-0.0355987055013593
21,16,-0.5596269153897501,-0.8261159227182024,-0.06595602931352479
22,16,-0.520191649555113,-0.8487337440109736,-0.09514031485256787
23,16,-0.4771929824561571,-0.8701754385965215,-0.12280701754358099
24,16,-0.4307250538406504,-0.8901651112706773,-0.1486001435747339
25,16,-0.3809523809524005,-0.908424908424955,-0.17216117216088342
26,16,-0.32811334824759564,-0.9246830723341334,-0.19313944817271247
27,16,-0.27252081756247065,-0.9386828160485097,-0.21120363361060468
28,16,-0.2145593869731954,-0.9501915708812937,-0.22605363984644464
29,16,-0.1546790409899576,-0.9590100541377369,-0.23743232791926627
30,16,-0.09338521400778953,-0.9649805447471577,-0.2451361867701262
31,16,-0.0312256049960993,-0.9679937548790786,-0.2490241998435695
32,16,0.031225604996099207,-0.9679937548790786,-0.2490241998435695
33,16,0.09338521400778943,-0.9649805447471577,-0.2451361867701262
34,16,0.15467904098995752,-0.9590100541377369,-0.23743232791926627
35,16,0.21455938697319532,-0.9501915708812937,-0.22605363984644464
36,16,0.27252081756247054,-0.9386828160485097,-0.21120363361060468
37,16,0.3281133482475958,-0.9246830723341334,-0.1931394481727125
38,16,0.38095238095240047,-0.908424908424955,-0.17216117216088342
39,16,0.43072505384065035,-0.8901651112706774,-0.14860014357473392
40,16,0.477192982456157,-0.8701754385965215,-0.12280701754358098
41,16,0.5201916495551129,-0.8487337440109737,-0.09514031485256787
42,16,0.5596269153897501,-0.8261159227182024,-0.06595602931352479
43,16,0.5954692556634359,-0.8025889967637615,-0.0355987055013593
44,16,0.6277463904582555,-0.7784055241682369,-0.004394224732956645
45,16,0.6565349544072905,-0.7537993920972594,0.02735562310054695
46,16,0.6819517930628947,-0.7289829512051632,0.05937683715484968
47,16,0.7041453719477423,-0.7041453719477423,0.09142532651924949
48,16,0.7232876712328571,-0.6794520547945021,0.12328767123309438
49,16,0.7395668251452475,-0.655044902271505,0.15478077126275497
50,16,0.7531806615775792,-0.6310432569974312,0.18575063613251566
51,16,0.7643312101910497,-0.6075453209210907,0.21607055365036287
52,16,0.7732201791607363,-0.5846298915605567,0.24563884959942855
53,16,0.7800453514738825,-0.5623582766439619,0.27437641723373474
54,16,0.7849978194504581,-0.5407762756214268,0.30222416048860934
55,16,0.7882599580712327,-0.5199161425576216,0.32914046121609125
56,16,0.790004030632761,-0.4997984683595018,0.3550987505039798
57,16,0.7903913211932856,-0.4804339403331735,0.38008523827988006
58,16,0.7895716945995755,-0.4618249534450347,0.4040968342645684
59,16,0.7876834944503585,-0.44396706050838386,0.42713927676346647
60,16,0.7848537005162969,-0.4268502581755299,0.4492254733219818
61,16,0.781198278715602,-0.41046011254548576,0.47037404832848495
62,16,0.7768226679400907,-0.3947787328875871,0.4906080865967363
63,16,0.7718223583460389,-0.37978560490043184,0.5099540581930609
0,17,-0.7862714508579774,-0.3619344773790691,0.5007800312013562
1,17,-0.7919506653683305,-0.3765011359947801,0.48068808828313897
2,17,-0.7970280310705284,-0.39175954069568353,0.4596420128336223
3,17,-0.8014059753953758,-0.4077328646748403,0.4376098418278945
4,17,-0.8049762166117282,-0.42444200512254776,0.414562751555201
5,17,-0.8076190476189953,-0.44190476190473343,0.390476190476331
6,17,-0.809202697342274,-0.46013486711619517,0.3653312177708738
7,17,-0.8095828170177131,-0.4791408508880343,0.33911606774075875
8,17,-0.8086021505375887,-0.4989247311827677,0.31182795698941096
9,17,-0.8060904612628325,-0.519480519480492,0.283475145544283
10,17,-0.8018648018647624,-0.5407925407925145,0.2540792540794344
11,17,-0.7957302280446031,-0.5628335759339874,0.22367782629810307
12,17,-0.7874810701665514,-0.5855628470469226,0.19232710752165216
13,17,-0.7769028871390813,-0.6089238845144148,0.16010498687684765
14,17,-0.7637752318603169,-0.6328423349699768,0.12711402073125863
15,17,-0.7478753541076327,-0.6572237960339804,0.09348441926368192
16,17,-0.7289829512051632,-0.6819517930628947,0.05937683715484968
17,17,-0.7068860450944503,-0.7068860450944504,0.024984765387203036
18,17,-0.6813880126182983,-0.731861198738172,-0.00946372239722375
19,17,-0.6523157208088788,-0.7566862361382998,-0.04370515329393366
20,17,-0.6195286195286326,-0.7811447811447975,-0.07744107744080876
21,17,-0.5829285218598375,-0.8049965301873948,-0.11034004163747549
22,17,-0.5424696645253613,-0.8279800142755515,-0.14204139900043106
23,17,-0.4981684981685236,-0.8498168498168934,-0.1721611721608834
24,17,-0.4501125281320606,-0.8702175543886506,-0.20030007501846056
25,17,-0.3984674329502199,-0.8888888888889522,-0.22605363984644464
26,17,-0.3434816549570923,-0.90554254488688,-0.2490241998435695
27,17,-0.2854877081681458,-0.9199048374306921,-0.26883425852467446
28,17,-0.2248995983935958,-0.9317269076306113,-0.28514056224868795
29,17,-0.16220600162207646,-0.9407948094080433,-0.2976480129761702
30,17,-0.09795918367347961,-0.9469387755103036,-0.30612244897928104
31,17,-0.032760032760036355,-0.9500409500410517,-0.31040131040099883
32,17,0.032760032760036265,-0.9500409500410517,-0.31040131040099883
33,17,0.09795918367347972,-0.9469387755103036,-0.30612244897928104
34,17,0.1622060016220764,-0.9407948094080434,-0.2976480129761703
35,17,0.22489959839359572,-0.9317269076306113,-0.28514056224868795
36,17,0.2854877081681458,-0.9199048374306922,-0.2688342585246745
37,17,0.34348165495709243,-0.9055425448868799,-0.2490241998435695
38,17,0.39846743295022,-0.8888888888889521,-0.22605363984644464
39,17,0.45011252813206054,-0.8702175543886507,-0.2003000750184606
40,17,0.4981684981685237,-0.8498168498168934,-0.1721611721608834
41,17,0.5424696645253613,-0.8279800142755515,-0.14204139900043106
42,17,0.5829285218598376,-0.8049965301873948,-0.11034004163747549
43,17,0.6195286195286326,-0.7811447811447975,-0.07744107744080876
44,17,0.6523157208088789,-0.7566862361382997,-0.04370515329393366
45,17,0.6813880126182982,-0.7318611987381721,-0.00946372239722375
46,17,0.7068860450944503,-0.7068860450944503,0.02498476538720303
47,17,0.7289829512051632,-0.6819517930628947,0.05937683715484968
48,17,0.7478753541076327,-0.6572237960339804,0.09348441926368192
49,17,0.7637752318603168,-0.632842334969977,0.12711402073125866
50,17,0.7769028871390812,-0.608923884514415,0.16010498687684765
51,17,0.7874810701665513,-0.5855628470469227,0.19232710752165216
52,17,0.7957302280446031,-0.5628335759339875,0.22367782629810307
53,17,0.8018648018647626,-0.5407925407925145,0.25407925407943444
54,17,0.8060904612628323,-0.519480519480492,0.28347514554428294
55,17,0.8086021505375887,-0.49892473118276764,0.31182795698941096
56,17,0.8095828170177131,-0.47914085088803415,0.33911606774075875
57,17,0.809202697342274,-0.460134867116195,0.36533121777087374
58,17,0.8076190476189954,-0.4419047619047332,0.390476190476331
59,17,0.8049762166117282,-0.4244420051225477,0.414562751555201
60,17,0.8014059753953758,-0.4077328646748404,0.4376098418278945
61,17,0.7970280310705284,-0.3917595406956835,0.4596420128336223
62,17,0.7919506653683305,-0.3765011359947801,0.48068808828313897
63,17,0.7862714508579776,-0.36193447737906903,0.5007800312013563
0,18,-0.8002540489043567,-0.3429660209590101,0.4919021911719112
1,18,-0.8066115702478769,-0.35702479338840454,0.471074380165406
2,18,-0.8123924268502019,-0.37177280550771974,0.4492254733219818
3,18,-0.8174973108640538,-0.3872355683040254,0.42631767658672
4,18,-0.8218154650727888,-0.40343668285391454,0.40231602540170575
5,18,-0.8252238224989745,-0.4203970416504209,0.37718956792540703
6,18,-0.8275862068965013,-0.4381338742393244,0.3509127789048174
7,18,-0.8287526427060832,-0.45665961945029077,0.32346723044413467
8,18,-0.8285588364918016,-0.47598060819741794,0.29484354341136293
9,18,-0.8268259072117176,-0.49609554432703057,0.2650436380341688
10,18,-0.8233604595499859,-0.5169937769267354,0.23408329344202436
11,18,-0.8179551122194179,-0.5386533665835189,0.20199501246902365
12,18,-0.8103896103895817,-0.5610389610389409,0.16883116883137358
13,18,-0.800432666306088,-0.5840995132503884,0.13466738777739137
14,18,-0.7878446820483785,-0.6077658975801775,0.09960607765919992
15,18,-0.7723815096547575,-0.6319485078993469,0.06377998829748362
16,18,-0.7537993920972595,-0.6565349544072904,0.02735562310054695
17,18,-0.7318611987381722,-0.6813880126182981,-0.00946372239722375
18,18,-0.7063440156965423,-0.7063440156965424,-0.046435578809418045
19,18,-0.6770480704130147,-0.7312119160460557,-0.083276912660529
20,18,-0.6438068579426389,-0.7557732680196199,-0.11966410076949104
21,18,-0.6064981949458761,-0.7797833935018404,-0.15523465703942596
22,18,-0.5650557620818168,-0.8029739776952134,-0.1895910780666223
23,18,-0.5194805194805557,-0.8250572956455886,-0.2223071046597477
24,18,-0.4698512137823406,-0.8457321848082134,-0.2529365700858363
25,18,-0.41633306645320145,-0.8646917534028034,-0.2810248198555775
26,18,-0.3591836734694256,-0.8816326530613171,-0.306122448979281
27,18,-0.2987551867220263,-0.8962655601660784,-0.3278008298752049
28,18,-0.2354920100925439,-0.9083263246426694,-0.3456686290997684
29,18,-0.169923534409538,-0.917587085811505,-0.3593882752758085
30,18,-0.10265183917879915,-0.9238665526091929,-0.3686911890501524
31,18,-0.03433476394850257,-0.9270386266095701,-0.37339055793959564
32,18,0.03433476394850268,-0.9270386266095701,-0.37339055793959564
33,18,0.10265183917879926,-0.9238665526091929,-0.3686911890501524
34,18,0.16992353440953792,-0.917587085811505,-0.3593882752758085
35,18,0.23549201009254384,-0.9083263246426695,-0.3456686290997684
36,18,0.29875518672202617,-0.8962655601660784,-0.3278008298752049
37,18,0.3591836734694255,-0.8816326530613171,-0.306122448979281
38,18,0.4163330664532015,-0.8646917534028032,-0.2810248198555774
39,18,0.46985121378234074,-0.8457321848082134,-0.2529365700858363
40,18,0.5194805194805557,-0.8250572956455885,-0.22230710465974768
41,18,0.5650557620818168,-0.8029739776952134,-0.1895910780666223
42,18,0.606498194945876,-0.7797833935018406,-0.15523465703942596
43,18,0.643806857942639,-0.7557732680196197,-0.11966410076949102
44,18,0.6770480704130146,-0.7312119160460558,-0.083276912660529
45,18,0.7063440156965424,-0.7063440156965424,-0.046435578809418045
46,18,0.7318611987381721,-0.6813880126182981,-0.00946372239722375
47,18,0.7537993920972595,-0.6565349544072905,0.027355623100546952
48,18,0.7723815096547574,-0.631948507899347,0.06377998829748362
49,18,0.7878446820483784,-0.6077658975801776,0.09960607765919992
50,18,0.800432666306088,-0.5840995132503884,0.13466738777739137
51,18,0.8103896103895816,-0.5610389610389411,0.16883116883137358
52,18,0.8179551122194177,-0.5386533665835189,0.20199501246902363
53,18,0.8233604595499859,-0.5169937769267355,0.23408329344202436
54,18,0.8268259072117176,-0.49609554432703057,0.2650436380341688
55,18,0.8285588364918016,-0.47598060819741794,0.29484354341136293
56,18,0.8287526427060832,-0.45665961945029077,0.32346723044413467
57,18,0.8275862068965014,-0.4381338742393243,0.3509127789048175
58,18,0.8252238224989745,-0.42039704165042097,0.37718956792540703
59,18,0.8218154650727888,-0.4034366828539145,0.40231602540170575
60,18,0.8174973108640538,-0.3872355683040255,0.42631767658672
61,18,0.812392426850202,-0.3717728055077195,0.4492254733219818
62,18,0.806611570247877,-0.35702479338840454,0.47107438016540604
63,18,0.8002540489043567,-0.34296602095901,0.4919021911719112
0,19,-0.8136906683887053,-0.3228931223764702,0.4833710041977238
1,19,-0.8207198116380185,-0.33636057854017154,0.4618230743358073
2,19,-0.8271994391867643,-0.350508236943544,0.43918682089041694
3,19,-0.8330288637193453,-0.3653635367190109,0.41541834124967625
4,19,-0.8380952380951839,-0.3809523809523565,0.3904761904763308
5,19,-0.8422725466825064,-0.3972983710766537,0.3643226062774623
6,19,-0.8454206382096473,-0.41442188147531733,0.33692498963960904
7,19,-0.8473843493298271,-0.43233895373970793,0.3082576740165935
8,19,-0.8479927830401001,-0.4510599909787766,0.27830401443409314
9,19,-0.8470588235293712,-0.4705882352940951,0.24705882352959418
10,19,-0.8443789887088492,-0.4909180166911914,0.21453117329425164
11,19,-0.8397337429595179,-0.512032770097267,0.18074756784454363
12,19,-0.8328884143085696,-0.5339028296849806,0.14575547250421572
13,19,-0.8235948803561288,-0.5564830272676548,0.10962715637195194
14,19,-0.811594202898537,-0.5797101449275265,0.07246376811617335
15,19,-0.7966203983101927,-0.6035003017501457,0.03439951720000004
16,19,-0.778405524168237,-0.6277463904582554,-0.004394224732956645
17,19,-0.7566862361382997,-0.6523157208088789,-0.04370515329393366
18,19,-0.731211916046056,-0.6770480704130145,-0.083276912660529
19,19,-0.7017543859649367,-0.7017543859649368,-0.12280701754358098
20,19,-0.6681190994916806,-0.7262164124909568,-0.16194625998518908
21,19,-0.630157539384885,-0.7501875468867677,-0.20030007501846078
22,19,-0.5877803557618388,-0.7733952049497879,-0.2374323279192663
23,19,-0.5409705648369624,-0.7955449482896502,-0.27287191726301924
24,19,-0.4897959183673982,-0.8163265306123307,-0.306122448979281
25,19,-0.43441938178785466,-0.8354218880535669,-0.33667502088523255
26,19,-0.3751065643649264,-0.8525149190111965,-0.3640238704174146
27,19,-0.31222896790984606,-0.8673026886384614,-0.38768430182101593
28,19,-0.24626209322783119,-0.8795074758136824,-0.40721196130134973
29,19,-0.1777777777778073,-0.8888888888890362,-0.42222222222189987
30,19,-0.10743061772607038,-0.895255147717253,-0.43240823634703607
31,19,-0.03593890386343847,-0.8984725965859613,-0.43755615453696334
32,19,0.03593890386343837,-0.8984725965859613,-0.43755615453696334
33,19,0.1074306177260703,-0.895255147717253,-0.43240823634703607
34,19,0.1777777777778072,-0.8888888888890363,-0.42222222222189987
35,19,0.24626209322783107,-0.8795074758136824,-0.40721196130134973
36,19,0.3122289679098461,-0.8673026886384613,-0.3876843018210159
37,19,0.3751065643649265,-0.8525149190111964,-0.3640238704174146
38,19,0.4344193817878548,-0.8354218880535668,-0.33667502088523255
39,19,0.4897959183673984,-0.8163265306123307,-0.30612244897928104
40,19,0.5409705648369622,-0.7955449482896502,-0.2728719172630192
41,19,0.5877803557618388,-0.7733952049497878,-0.23743232791926627
42,19,0.630157539384885,-0.7501875468867677,-0.20030007501846078
43,19,0.6681190994916805,-0.7262164124909569,-0.16194625998518908
44,19,0.7017543859649368,-0.7017543859649368,-0.12280701754358098
45,19,0.7312119160460558,-0.6770480704130146,-0.083276912660529
46,19,0.7566862361382997,-0.6523157208088789,-0.04370515329393366
47,19,0.7784055241682369,-0.6277463904582555,-0.004394224732956645
48,19,0.7966203983101926,-0.6035003017501458,0.03439951720000004
49,19,0.811594202898537,-0.5797101449275265,0.07246376811617335
50,19,0.8235948803561289,-0.5564830272676548,0.10962715637195196
51,19,0.8328884143085697,-0.5339028296849805,0.14575547250421572
52,19,0.8397337429595179,-0.5120327700972669,0.18074756784454363
53,19,0.8443789887088492,-0.4909180166911914,0.21453117329425164
54,19,0.8470588235293712,-0.47058823529409505,0.24705882352959418
55,19,0.8479927830401001,-0.45105999097877664,0.27830401443409314
56,19,0.8473843493298272,-0.43233895373970777,0.3082576740165935
57,19,0.8454206382096473,-0.41442188147531733,0.33692498963960904
58,19,0.8422725466825063,-0.3972983710766539,0.3643226062774623
59,19,0.8380952380951839,-0.38095238095235634,0.39047619047633075
60,19,0.8330288637193451,-0.365363536719011,0.41541834124967625
61,19,0.8271994391867642,-0.35050823694354416,0.43918682089041694
62,19,0.8207198116380185,-0.33636057854017154,0.4618230743358073
63,19,0.8136906683887053,-0.32289312237647033,0.4833710041977238
0,20,-0.8265004919645199,-0.3017382748441899,0.47523778287974827
1,20,-0.8341880341879762,-0.3145299145298928,0.45299145299157506
2,20,-0.8413547237076079,-0.32798573975042367,0.42959001782544065
3,20,-0.8478988471550204,-0.34213462253623633,0.40498326515446853
4,20,-0.8537058595265269,-0.3570042685292751,0.3791230112535391
5,20,-0.8586472255973555,-0.3726204941271545,0.3519643580398439
6,20,-0.8625792811838826,-0.38900634249469196,0.32346723044413467
7,20,-0.8653421633553616,-0.40618101545251656,0.2935982339957538
8,20,-0.8667588750575868,-0.42415859843243603,0.2623328722915566
9,20,-0.8666345690899943,-0.4429465575348861,0.2296581608090463
10,20,-0.8647561588737713,-0.4625439919557381,0.19557566616409872
11,20,-0.8608923884514141,-0.4829396325459154,0.16010498687684788
12,20,-0.8547945205479218,-0.5041095890410823,0.12328767123309436
13,20,-0.8461978273298862,-0.5260148656374971,0.08519153802195474
14,20,-0.8348240906380351,-0.5485986881335659,0.04591532498533067
15,20,-0.8203853325046602,-0.571783716594157,0.005593536358234854
16,20,-0.8025889967637616,-0.5954692556634359,-0.03559870550135931
17,20,-0.7811447811447975,-0.6195286195286328,-0.07744107744080878
18,20,-0.7557732680196196,-0.643806857942639,-0.11966410076949102
19,20,-0.726216412490957,-0.6681190994916804,-0.16194625998518908
20,20,-0.6922498118886815,-0.6922498118886816,-0.20391271632777158
21,20,-0.6536964980545261,-0.7159533073930525,-0.2451361867701262
22,20,-0.6104417670683314,-0.7389558232932434,-0.28514056224868795
23,20,-0.562448304383852,-0.7609594706369761,-0.3234077750203652
24,20,-0.509770603228614,-0.7816482582838746,-0.3593882752758085
25,20,-0.4525674499565511,-0.8006962576154367,-0.39251523063501476
26,20,-0.391111111111176,-0.8177777777779133,-0.42222222222189987
27,20,-0.32579185520367904,-0.8325791855205131,-0.4479638009046536
28,20,-0.2571166207530346,-0.8448117539028279,-0.4692378328738721
29,20,-0.18570102135565575,-0.8542246982360168,-0.4856081708446148
30,20,-0.11225444340507551,-0.8606173994389121,-0.4967259120670278
31,20,-0.03755868544601759,-0.8638497652584046,-0.5023474178400505
32,20,0.03755868544601751,-0.8638497652584046,-0.5023474178400505
33,20,0.11225444340507541,-0.8606173994389121,-0.4967259120670278
34,20,0.18570102135565583,-0.8542246982360168,-0.4856081708446148
35,20,0.2571166207530345,-0.8448117539028279,-0.46923783287387205
36,20,0.3257918552036791,-0.832579185520513,-0.44796380090465354
37,20,0.39111111111117597,-0.8177777777779133,-0.42222222222189987
38,20,0.452567449956551,-0.8006962576154367,-0.39251523063501476
39,20,0.5097706032286139,-0.7816482582838747,-0.3593882752758085
40,20,0.562448304383852,-0.7609594706369761,-0.3234077750203652
41,20,0.6104417670683314,-0.7389558232932434,-0.28514056224868795
42,20,0.6536964980545261,-0.7159533073930525,-0.2451361867701262
43,20,0.6922498118886815,-0.6922498118886815,-0.20391271632777155
44,20,0.7262164124909569,-0.6681190994916805,-0.16194625998518908
45,20,0.7557732680196196,-0.643806857942639,-0.11966410076949102
46,20,0.7811447811447976,-0.6195286195286326,-0.07744107744080878
47,20,0.8025889967637614,-0.595469255663436,-0.0355987055013593
48,20,0.8203853325046602,-0.571783716594157,0.005593536358234854
49,20,0.8348240906380351,-0.5485986881335659,0.04591532498533067
50,20,0.8461978273298864,-0.5260148656374969,0.08519153802195474
51,20,0.8547945205479219,-0.5041095890410822,0.12328767123309436
52,20,0.8608923884514142,-0.48293963254591527,0.16010498687684788
53,20,0.8647561588737712,-0.46254399195573814,0.1955756661640987
54,20,0.8666345690899944,-0.4429465575348861,0.22965816080904633
55,20,0.8667588750575868,-0.42415859843243614,0.2623328722915566
56,20,0.8653421633553615,-0.40618101545251667,0.2935982339957538
57,20,0.8625792811838825,-0.3890063424946921,0.32346723044413467
58,20,0.8586472255973555,-0.3726204941271543,0.3519643580398439
59,20,0.853705859526527,-0.3570042685292749,0.3791230112535391
60,20,0.8478988471550204,-0.3421346225362363,0.40498326515446853
61,20,0.8413547237076079,-0.3279857397504234,0.4295900178254406
62,20,0.8341880341879762,-0.31452991452989265,0.45299145299157506
63,20,0.8265004919645199,-0.3017382748441898,0.47523778287974827
0,21,-0.8386023294508561,-0.2795341098169521,0.46755407653921915
1,21,-0.8469281499478764,-0.29156542867058044,0.44463727872279024
2,21,-0.8547627671133075,-0.30423759507422804,0.4204998189063248
3,21,-0.8620037807182804,-0.31758034026462956,0.39508506616270983
4,21,-0.8685353335964716,-0.33162258191865274,0.3683379392026735
5,21,-0.8742268041236592,-0.346391752577299,0.3402061855671654
6,21,-0.8789314950451897,-0.36191296854801913,0.31064196467056454
7,21,-0.8824853669517773,-0.3782080144079046,0.27960378208031705
8,21,-0.8847058823528988,-0.3952941176470398,0.2470588235295942
9,21,-0.8853910477127018,-0.4131824889325941,0.2129857353666459
10,21,-0.8843187660668052,-0.4318766066837888,0.1773778920310509
11,21,-0.8812466415905158,-0.451370231058557,0.14024717893626878
12,21,-0.875912408759104,-0.47164514317797906,0.10162829870881411
13,21,-0.8680351906158232,-0.49266862170087256,0.06158357771284411
14,21,-0.8573178199632536,-0.5143906919779522,0.02020820575652161
15,21,-0.8434504792332316,-0.5367412140575112,-0.02236421725214052
16,21,-0.8261159227182027,-0.5596269153897498,-0.06595602931352479
17,21,-0.8049965301873948,-0.5829285218598376,-0.11034004163747549
18,21,-0.7797833935018406,-0.6064981949458758,-0.15523465703942593
19,21,-0.7501875468867676,-0.630157539384885,-0.20030007501846078
20,21,-0.7159533073930524,-0.6536964980545262,-0.2451361867701262
21,21,-0.676873489121742,-0.6768734891217421,-0.28928283642193164
22,21,-0.6328059950042376,-0.6994171523731045,-0.3322231473768715
23,21,-0.5836909871245441,-0.7210300429185547,-0.37339055793959564
24,21,-0.5295675198588665,-0.7413945278024134,-0.41218005295643023
25,21,-0.47058823529420324,-0.760180995475251,-0.44796380090465354
26,21,-0.40703052728962924,-0.7770582793711102,-0.4801110083252998
27,21,-0.33930254476916116,-0.7917059377947095,-0.5080113100845011
28,21,-0.2679425837321218,-0.8038277511963651,-0.5311004784685752
29,21,-0.19361084220721284,-0.8131655372702941,-0.548886737656985
30,21,-0.11707317073173829,-0.8195121951221679,-0.5609756097557747
31,21,-0.039177277179246704,-0.8227228207641789,-0.567091087169119
32,21,0.039177277179246614,-0.8227228207641789,-0.567091087169119
33,21,0.11707317073173822,-0.8195121951221679,-0.5609756097557747
34,21,0.19361084220721297,-0.8131655372702941,-0.548886737656985
35,21,0.2679425837321217,-0.8038277511963651,-0.5311004784685752
36,21,0.3393025447691612,-0.7917059377947094,-0.508011310084501
37,21,0.4070305272896292,-0.7770582793711102,-0.4801110083252998
38,21,0.47058823529420296,-0.7601809954752512,-0.4479638009046536
39,21,0.5295675198588666,-0.7413945278024133,-0.41218005295643023
40,21,0.5836909871245441,-0.7210300429185545,-0.37339055793959564
41,21,0.6328059950042375,-0.6994171523731046,-0.33222314737687153
42,21,0.6768734891217421,-0.6768734891217421,-0.28928283642193164
